ID,Lap,Position,Overtaker,Overtaken,Live,Turn,Year,Race
1043,8,3,Russell,Perez,Yes,4,2023,Brazil-Sprint
1044,8,13,Ocon,Magnussen,,1,2023,Brazil-Sprint
1045,8,14,Stroll,Magnussen,,Finish Line,2023,Brazil-Sprint
1046,9,16,Albon,Hulkenberg,,1,2023,Brazil-Sprint
1047,10,3,Perez,Russell,Yes,1,2023,Brazil-Sprint
1048,10,15,Albon,Magnussen,,1,2023,Brazil-Sprint
1049,12,8,Ricciardo,Sainz,Yes,1,2023,Brazil-Sprint
1050,12,8,Sainz,Ricciardo,Yes,4,2023,Brazil-Sprint
1051,13,13,Stroll,Ocon,Background,4,2023,Brazil-Sprint
1052,14,8,Ricciardo,Sainz,Yes,1,2023,Brazil-Sprint
1053,14,8,Sainz,Ricciardo,Yes,4,2023,Brazil-Sprint
1054,14,9,Piastri,Ricciardo,Yes,7,2023,Brazil-Sprint
1055,14,11,Alonso,Gasly,Yes,12,2023,Brazil-Sprint
1056,14,11,Gasly,Alonso,Yes,Finish Line,2023,Brazil-Sprint
1057,15,11,Alonso,Gasly,Yes,4,2023,Brazil-Sprint
1058,15,16,Hulkenberg,Magnussen,,1,2023,Brazil-Sprint
1059,15,17,Bottas,Magnussen,,3,2023,Brazil-Sprint
1060,15,17,Magnussen,Bottas,,4,2023,Brazil-Sprint
1061,18,12,Stroll,Ocon,Yes,3,2023,Brazil-Sprint
1062,21,5,Leclerc,Hamilton,Yes,1,2023,Brazil-Sprint
1063,21,6,Tsunoda,Hamilton,Yes,Finish Line,2023,Brazil-Sprint
1064,21,9,Ricciardo,Piastri,Yes,Finish Line,2023,Brazil-Sprint
1065,21,16,Magnussen,Hulkenberg,,1,2023,Brazil-Sprint
1066,23,18,Zhou,Bottas,,1,2023,Brazil-Sprint
1067,23,17,Zhou,Hulkenberg,,13,2023,Brazil-Sprint
1068,24,10,Alonso,Piastri,Yes,1,2023,Brazil-Sprint
1069,24,10,Piastri,Alonso,Yes,1,2023,Brazil-Sprint
1070,9,16,Ricciardo,Piastri,,Finish Line,2023,Brazil
1071,10,12,Bottas,Hulkenberg,Replay,Finish Line,2023,Brazil
1072,13,10,Tsunoda,Ocon,,1,2023,Brazil
1073,13,13,Zhou,Hulkenberg,,1,2023,Brazil
1074,13,14,Sargeant,Hulkenberg,,Finish Line,2023,Brazil
1075,14,5,Perez,Russell,Yes,1,2023,Brazil
1076,18,4,Perez,Hamilton,Yes,1,2023,Brazil
1077,23,7,Perez,Hamilton,Yes,4,2023,Brazil
1078,24,9,Stroll,Russell,Yes,Finish Line,2023,Brazil
1079,26,8,Stroll,Hamilton,,Finish Line,2023,Brazil
1080,28,8,Sainz,Ocon,Replay,1,2023,Brazil
1081,29,11,Gasly,Sargeant,Replay,Finish Line,2023,Brazil
1082,32,9,Gasly,Bottas,Yes,1,2023,Brazil
1083,34,7,Sainz,Russell,Yes,Finish Line,2023,Brazil
1084,34,11,Tsunoda,Sargeant,,1,2023,Brazil
1085,36,10,Tsunoda,Bottas,Yes,4,2023,Brazil
1086,37,6,Sainz,Hamilton,Yes,4,2023,Brazil
1087,38,13,Ocon,Hulkenberg,Replay,1,2023,Brazil
1088,43,8,Gasly,Russell,Yes,1,2023,Brazil
1089,48,6,Perez,Tsunoda,Yes,1,2023,Brazil
1090,48,8,Hamilton,Ocon,Yes,1,2023,Brazil
1091,50,8,Gasly,Hamilton,Yes,1,2023,Brazil
1092,54,11,Ocon,Sargeant,,1,2023,Brazil
1093,70,3,Perez,Alonso,Yes,1,2023,Brazil
1094,71,3,Alonso,Perez,Yes,4,2023,Brazil
1095,7,10,Piastri,Tsunoda,Yes,1,2023,Vegas
1096,7,13,Zhou,Ricciardo,Yes,5,2023,Vegas
1097,7,17,Alonso,Sainz,,1,2023,Vegas
1098,7,17,Sainz,Alonso,Yes,5,2023,Vegas
1099,7,17,Alonso,Sainz,,17,2023,Vegas
1100,8,9,Piastri,Hulkenberg,Yes,5,2023,Vegas
1101,8,11,Hamilton,Tsunoda,Yes,3,2023,Vegas
1102,9,7,Ocon,Magnussen,Yes,14,2023,Vegas
1103,10,8,Piastri,Magnussen,Yes,1,2023,Vegas
1104,10,8,Magnussen,Piastri,Yes,5,2023,Vegas
1105,10,8,Piastri,Magnussen,Replay,14,2023,Vegas
1106,10,10,Hamilton,Hulkenberg,Replay,14,2023,Vegas
1107,10,11,Zhou,Tsunoda,,1,2023,Vegas
1108,10,12,Ricciardo,Tsunoda,,14,2023,Vegas
1109,10,14,Perez,Stroll,,17,2023,Vegas
1110,11,9,Hamilton,Magnussen,Replay,14,2023,Vegas
1111,11,11,Zhou,Hulkenberg,,14,2023,Vegas
1112,11,13,Perez,Ricciardo,,17,2023,Vegas
1113,11,16,Sainz,Alonso,Yes,5,2023,Vegas
1114,12,12,Perez,Hulkenberg,Yes,14,2023,Vegas
1115,12,14,Stroll,Ricciardo,,14,2023,Vegas
1116,13,14,Sainz,Ricciardo,Yes,5,2023,Vegas
1117,13,15,Alonso,Ricciardo,Yes,14,2023,Vegas
1118,14,6,Ocon,Sargeant,Yes,7,2023,Vegas
1119,14,7,Piastri,Sargeant,Yes,14,2023,Vegas
1120,14,8,Hamilton,Sargeant,Yes,17,2023,Vegas
1121,14,10,Zhou,Magnussen,,14,2023,Vegas
1122,14,10,Magnussen,Zhou,,14,2023,Vegas
1123,14,11,Perez,Zhou,Replay,14,2023,Vegas
1124,15,10,Stroll,Zhou,,14,2023,Vegas
1125,16,1,Leclerc,Verstappen,Yes,14,2023,Vegas
1126,16,4,Ocon,Albon,Replay,14,2023,Vegas
1127,16,6,Hamilton,Piastri,Replay,14,2023,Vegas
1128,16,10,Sainz,Zhou,,5,2023,Vegas
1129,17,15,Sargeant,Piastri,,5,2023,Vegas
1130,18,2,Perez,Ocon,Yes,14,2023,Vegas
1131,18,6,Alonso,Zhou,,14,2023,Vegas
1132,18,13,Piastri,Sargeant,,14,2023,Vegas
1133,18,18,Hamilton,Ricciardo,,14,2023,Vegas
1134,19,7,Russell,Zhou,Yes,14,2023,Vegas
1135,19,12,Piastri,Bottas,,14,2023,Vegas
1136,20,8,Verstappen,Zhou,Yes,10,2023,Vegas
1137,20,13,Sargeant,Bottas,,14,2023,Vegas
1138,21,14,Magnussen,Bottas,,5,2023,Vegas
1139,21,17,Hamilton,Tsunoda,,14,2023,Vegas
1140,22,5,Russell,Alonso,Yes,14,2023,Vegas
1141,22,10,Piastri,Albon,,5,2023,Vegas
1142,22,15,Hulkenberg,Bottas,,14,2023,Vegas
1143,23,6,Verstappen,Alonso,Yes,1,2023,Vegas
1144,24,4,Russell,Sainz,Yes,14,2023,Vegas
1145,24,5,Verstappen,Sainz,Yes,14,2023,Vegas
1146,24,8,Gasly,Zhou,,14,2023,Vegas
1147,24,11,Ocon,Albon,,14,2023,Vegas
1148,25,2,Leclerc,Stroll,Yes,14,2023,Vegas
1149,25,4,Verstappen,Russell,Yes,12,2023,Vegas
1150,25,9,Piastri,Zhou,,5,2023,Vegas
1151,25,10,Ocon,Zhou,,14,2023,Vegas
1152,29,3,Piastri,Gasly,Yes,5,2023,Vegas
1153,29,7,Albon,Stroll,,1,2023,Vegas
1154,29,11,Alonso,Sargeant,Yes,1,2023,Vegas
1155,29,12,Zhou,Sargeant,,5,2023,Vegas
1156,29,15,Hulkenberg,Ricciardo,Yes,3,2023,Vegas
1157,30,16,Hamilton,Ricciardo,,3,2023,Vegas
1158,31,4,Verstappen,Gasly,PiP,14,2023,Vegas
1159,31,15,Hamilton,Hulkenberg,,5,2023,Vegas
1160,32,1,Perez,Leclerc,Yes,14,2023,Vegas
1161,33,3,Verstappen,Piastri,Yes,14,2023,Vegas
1162,33,14,Hamilton,Magnussen,,14,2023,Vegas
1163,34,5,Ocon,Gasly,Yes,1,2023,Vegas
1164,34,5,Gasly,Ocon,Yes,3,2023,Vegas
1165,34,5,Ocon,Gasly,Yes,5,2023,Vegas
1166,34,13,Hamilton,Sargeant,,5,2023,Vegas
1167,35,1,Leclerc,Perez,Yes,14,2023,Vegas
1168,35,7,Stroll,Albon,,14,2023,Vegas
1169,36,2,Verstappen,Perez,Yes,14,2023,Vegas
1170,36,18,Tsunoda,Bottas,,14,2023,Vegas
1171,37,1,Verstappen,Leclerc,Yes,14,2023,Vegas
1172,37,12,Hamilton,Zhou,,14,2023,Vegas
1173,39,8,Russell,Albon,Yes,14,2023,Vegas
1174,40,9,Sainz,Albon,Yes,5,2023,Vegas
1175,40,10,Alonso,Albon,Yes,5,2023,Vegas
1176,40,11,Hamilton,Albon,Yes,9,2023,Vegas
1177,40,14,Magnussen,Sargeant,,7,2023,Vegas
1178,41,6,Stroll,Gasly,Replay,14,2023,Vegas
1179,42,15,Hulkenberg,Sargeant,,9,2023,Vegas
1180,43,7,Russell,Gasly,,14,2023,Vegas
1181,44,7,Sainz,Gasly,,5,2023,Vegas
1182,44,8,Alonso,Gasly,Yes,5,2023,Vegas
1183,44,9,Hamilton,Gasly,Yes,17,2023,Vegas
1184,44,11,Albon,Piastri,,5,2023,Vegas
1185,44,11,Piastri,Albon,,14,2023,Vegas
1186,45,16,Ricciardo,Sargeant,,14,2023,Vegas
1187,46,8,Hamilton,Alonso,Yes,14,2023,Vegas
1188,46,13,Magnussen,Zhou,,14,2023,Vegas
1189,48,5,Russell,Stroll,Yes,14,2023,Vegas
1190,48,10,Piastri,Gasly,,14,2023,Vegas
1191,49,14,Ricciardo,Zhou,,14,2023,Vegas
1192,50,2,Leclerc,Perez,Yes,14,2023,Vegas
1193,50,4,Russell,Ocon,Replay,14,2023,Vegas
1194,2,13,Sainz,Hulkenberg,,9,2023,Abu Dhabi
1195,2,17,Zhou,Albon,,7,2023,Abu Dhabi
1196,3,9,Perez,Hamilton,Yes,6,2023,Abu Dhabi
1197,4,3,Norris,Piastri,Replay,6,2023,Abu Dhabi
1198,11,4,Russell,Piastri,Yes,9,2023,Abu Dhabi
1199,12,8,Perez,Gasly,Yes,9,2023,Abu Dhabi
1200,15,12,Russell,Sargeant,,12,2023,Abu Dhabi
1201,16,9,Russell,Albon,Yes,9,2023,Abu Dhabi
1202,17,16,Hulkenberg,Magnussen,,6,2023,Abu Dhabi
1203,18,6,Russell,Piastri,Yes,6,2023,Abu Dhabi
1204,18,15,Gasly,Hulkenberg,Replay,6,2023,Abu Dhabi
1205,19,3,Verstappen,Sainz,Yes,6,2023,Abu Dhabi
1206,19,7,Norris,Bottas,,6,2023,Abu Dhabi
1207,20,8,Piastri,Bottas,Yes,6,2023,Abu Dhabi
1208,20,9,Alonso,Bottas,Yes,6,2023,Abu Dhabi
1209,20,11,Perez,Ricciardo,,6,2023,Abu Dhabi
1210,21,2,Verstappen,Stroll,Yes,9,2023,Abu Dhabi
1211,21,4,Leclerc,Sainz,Yes,6,2023,Abu Dhabi
1212,21,10,Perez,Bottas,,6,2023,Abu Dhabi
1213,22,5,Russell,Sainz,Yes,6,2023,Abu Dhabi
1214,22,11,Ricciardo,Bottas,Yes,6,2023,Abu Dhabi
1215,22,17,Zhou,Magnussen,,9,2023,Abu Dhabi
1216,23,4,Norris,Sainz,Yes,6,2023,Abu Dhabi
1217,23,10,Hamilton,Bottas,,6,2023,Abu Dhabi
1218,23,11,Tsunoda,Bottas,Yes,9,2023,Abu Dhabi
1219,23,14,Stroll,Gasly,,9,2023,Abu Dhabi
1220,24,11,Ocon,Bottas,Yes,6,2023,Abu Dhabi
1221,25,6,Perez,Alonso,Yes,6,2023,Abu Dhabi
1222,25,8,Hamilton,Ricciardo,Replay,6,2023,Abu Dhabi
1223,25,12,Stroll,Bottas,,6,2023,Abu Dhabi
1224,26,11,Stroll,Ocon,,9,2023,Abu Dhabi
1225,26,13,Gasly,Bottas,Replay,6,2023,Abu Dhabi
1226,26,17,Albon,Zhou,,9,2023,Abu Dhabi
1227,27,15,Sainz,Hulkenberg,Yes,6,2023,Abu Dhabi
1228,28,5,Perez,Piastri,Yes,6,2023,Abu Dhabi
1229,28,14,Sainz,Bottas,Yes,6,2023,Abu Dhabi
1230,29,10,Stroll,Ricciardo,Yes,6,2023,Abu Dhabi
1231,36,7,Russell,Stroll,Yes,6,2023,Abu Dhabi
1232,37,6,Norris,Stroll,Yes,6,2023,Abu Dhabi
1233,37,11,Hamilton,Alonso,Yes,6,2023,Abu Dhabi
1234,37,15,Ricciardo,Sargeant,,6,2023,Abu Dhabi
1235,37,15,Sargeant,Ricciardo,,9,2023,Abu Dhabi
1236,38,3,Leclerc,Tsunoda,Yes,6,2023,Abu Dhabi
1237,38,11,Alonso,Hamilton,Replay,6,2023,Abu Dhabi
1238,39,4,Russell,Tsunoda,Yes,6,2023,Abu Dhabi
1239,39,8,Piastri,Sainz,Yes,6,2023,Abu Dhabi
1240,39,9,Piastri,Ocon,Yes,6,2023,Abu Dhabi
1241,39,9,Sainz,Ocon,Yes,7,2023,Abu Dhabi
1242,39,14,Ricciardo,Sargeant,Replay,9,2023,Abu Dhabi
1243,40,15,Gasly,Sargeant,Replay,1,2023,Abu Dhabi
1244,40,19,Zhou,Magnussen,,9,2023,Abu Dhabi
1245,42,5,Norris,Tsunoda,Yes,6,2023,Abu Dhabi
1246,42,10,Alonso,Ocon,Yes,9,2023,Abu Dhabi
1247,43,10,Hamilton,Ocon,Yes,6,2023,Abu Dhabi
1248,44,5,Perez,Tsunoda,Yes,6,2023,Abu Dhabi
1249,45,16,Albon,Zhou,,9,2023,Abu Dhabi
1250,46,8,Alonso,Sainz,Yes,5,2023,Abu Dhabi
1251,47,9,Hamilton,Sainz,Yes,9,2023,Abu Dhabi
1252,47,19,Sargeant,Magnussen,,6,2023,Abu Dhabi
1253,48,4,Perez,Norris,Yes,6,2023,Abu Dhabi
1254,48,6,Piastri,Tsunoda,Replay,6,2023,Abu Dhabi
1255,49,15,Albon,Hulkenberg,Yes,6,2023,Abu Dhabi
1256,50,11,Stroll,Ocon,Yes,6,2023,Abu Dhabi
1257,50,18,Sargeant,Bottas,,6,2023,Abu Dhabi
1258,52,12,Ricciardo,Ocon,Replay,9,2023,Abu Dhabi
1259,54,3,Perez,Russell,Yes,9,2023,Abu Dhabi
1260,56,7,Alonso,Tsunoda,Replay,9,2023,Abu Dhabi
1261,57,17,Sargeant,Zhou,,9,2023,Abu Dhabi
1262,58,8,Hamilton,Tsunoda,Replay,9,2023,Abu Dhabi
1263,58,8,Tsunoda,Hamilton,Replay,9,2023,Abu Dhabi
