resultId,raceId,driverId,constructorId,driverCurrentNumber,grid,positionOrder,positionText,position,points,laps,totalRaceTime,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
6184,282,100,33,20.0,16,,R,26,0.0,0,,,,,,,6
6185,283,71,3,0.0,2,1.0,1,1,10.0,77,1:47:39.098,6459098.0,,,,,1
6186,283,119,22,6.0,5,2.0,2,2,6.0,77,+1:11.915,6531013.0,,,,,1
6187,283,77,6,28.0,6,3.0,3,3,4.0,77,+1:18.042,6537140.0,,,,,1
6188,283,118,29,9.0,9,4.0,4,4,3.0,76,,,,,,,11
6189,283,84,27,25.0,13,5.0,5,5,2.0,76,,,,,,,11
6190,283,91,15,29.0,17,6.0,6,6,1.0,76,,,,,,,11
6191,283,87,27,26.0,12,7.0,7,7,0.0,76,,,,,,,11
6192,283,112,33,19.0,19,8.0,8,8,0.0,75,,,,,,,12
6193,283,123,17,15.0,24,9.0,9,9,0.0,75,,,,,,,12
6194,283,79,25,3.0,23,10.0,10,10,0.0,73,,,,,,,14
6195,283,110,25,4.0,22,11.0,11,11,0.0,72,,,,,,,15
6196,283,117,3,2.0,1,12.0,12,12,0.0,70,,,,,,,17
6197,283,94,18,24.0,7,,R,13,0.0,59,,,,,,,3
6198,283,100,33,20.0,18,,R,14,0.0,54,,,,,,,5
6199,283,70,32,11.0,21,,R,15,0.0,45,,,,,,,6
6200,283,88,29,10.0,10,,R,16,0.0,41,,,,,,,20
6201,283,105,26,21.0,25,,R,17,0.0,39,,,,,,,25
6202,283,65,32,12.0,20,,R,18,0.0,38,,,,,,,20
6203,283,69,26,22.0,26,,R,19,0.0,37,,,,,,,20
6204,283,30,22,5.0,3,,R,20,0.0,26,,,,,,,48
6205,283,104,18,23.0,14,,R,21,0.0,22,,,,,,,22
6206,283,55,6,27.0,8,,R,22,0.0,22,,,,,,,20
6207,283,109,15,30.0,15,,R,23,0.0,18,,,,,,,5
6208,283,102,1,8.0,4,,R,24,0.0,17,,,,,,,37
6209,283,121,1,7.0,11,,R,25,0.0,15,,,,,,,37
6210,283,22,17,14.0,16,,R,26,0.0,0,,,,,,,3
6211,284,71,3,0.0,2,1.0,1,1,10.0,44,1:24:32.124,5072124.0,,,,,1
6212,284,30,22,5.0,3,2.0,2,2,6.0,44,+3.668,5075792.0,,,,,1
6213,284,117,3,2.0,1,3.0,3,3,4.0,44,+14.988,5087112.0,,,,,1
6214,284,102,1,8.0,5,4.0,4,4,3.0,44,+1:39.763,5171887.0,,,,,1
6215,284,65,32,12.0,10,5.0,5,5,2.0,43,,,,,,,11
6216,284,119,22,6.0,8,6.0,6,6,1.0,43,,,,,,,11
6217,284,84,27,25.0,11,7.0,7,7,0.0,43,,,,,,,11
6218,284,121,1,7.0,14,8.0,8,8,0.0,43,,,,,,,11
6219,284,109,15,30.0,9,9.0,9,9,0.0,43,,,,,,,11
6220,284,77,6,28.0,16,10.0,10,10,0.0,42,,,,,,,4
6221,284,87,27,26.0,15,11.0,11,11,0.0,42,,,,,,,4
6222,284,112,33,19.0,18,12.0,12,12,0.0,42,,,,,,,12
6223,284,69,26,22.0,24,13.0,13,13,0.0,42,,,,,,,12
6224,284,105,26,21.0,25,14.0,14,14,0.0,41,,,,,,,13
6225,284,79,25,3.0,23,15.0,15,15,0.0,40,,,,,,,14
6226,284,100,33,20.0,19,,R,16,0.0,37,,,,,,,48
6227,284,118,29,9.0,7,,R,17,0.0,28,,,,,,,5
6228,284,91,15,29.0,12,,R,18,0.0,27,,,,,,,5
6229,284,110,25,4.0,17,,R,19,0.0,24,,,,,,,5
6230,284,104,18,23.0,22,,R,20,0.0,15,,,,,,,20
6231,284,94,18,24.0,21,,R,21,0.0,15,,,,,,,20
6232,284,88,29,10.0,6,,R,22,0.0,14,,,,,,,6
6233,284,22,17,14.0,12,,R,23,0.0,11,,,,,,,67
6234,284,55,6,27.0,4,,R,24,0.0,4,,,,,,,22
6235,284,123,17,15.0,20,,R,25,0.0,0,,,,,,,6
6236,284,70,32,11.0,26,,W,26,0.0,0,,,,,,,82
6237,285,71,3,0.0,2,1.0,1,1,10.0,53,1:17:07.509,4627509.0,,,,,1
6238,285,55,6,27.0,3,2.0,2,2,6.0,53,+40.012,4667521.0,,,,,1
6239,285,121,1,7.0,9,3.0,3,3,4.0,52,,,,,,,11
6240,285,91,15,29.0,15,4.0,4,4,3.0,52,,,,,,,11
6241,285,119,22,6.0,10,5.0,5,5,2.0,52,,,,,,,11
6242,285,100,33,20.0,20,6.0,6,6,1.0,52,,,,,,,11
6243,285,94,18,24.0,22,7.0,7,7,0.0,51,,,,,,,12
6244,285,104,18,23.0,24,8.0,8,8,0.0,51,,,,,,,12
6245,285,112,33,19.0,16,9.0,9,9,0.0,51,,,,,,,12
6246,285,69,26,22.0,25,10.0,10,10,0.0,51,,,,,,,12
6247,285,83,32,11.0,26,11.0,11,11,0.0,49,,,,,,,10
6248,285,117,3,2.0,1,12.0,12,12,0.0,48,,,,,,,5
6249,285,110,25,4.0,18,13.0,13,13,0.0,47,,,,,,,51
6250,285,79,25,3.0,17,14.0,14,14,0.0,47,,,,,,,16
6251,285,105,26,21.0,21,,R,15,0.0,23,,,,,,,22
6252,285,30,22,5.0,5,,R,16,0.0,21,,,,,,,5
6253,285,87,27,26.0,14,,R,17,0.0,20,,,,,,,20
6254,285,77,6,28.0,6,,R,18,0.0,15,,,,,,,22
6255,285,65,32,12.0,7,,R,19,0.0,14,,,,,,,20
6256,285,84,27,25.0,12,,R,20,0.0,8,,,,,,,4
6257,285,102,1,8.0,4,,R,21,0.0,8,,,,,,,4
6258,285,88,29,10.0,8,,R,22,0.0,0,,,,,,,4
6259,285,118,29,9.0,11,,R,23,0.0,0,,,,,,,4
6260,285,109,15,30.0,13,,R,24,0.0,0,,,,,,,4
6261,285,22,17,14.0,19,,R,25,0.0,0,,,,,,,4
6262,285,124,17,15.0,23,,R,26,0.0,0,,,,,,,4
6263,286,30,22,5.0,6,1.0,1,1,10.0,71,1:32:46.309,5566309.0,,,,,1
6264,286,117,3,2.0,2,2.0,2,2,6.0,71,+0.982,5567291.0,,,,,1
6265,286,71,3,0.0,1,3.0,3,3,4.0,71,+8.206,5574515.0,,,,,1
6266,286,55,6,27.0,5,4.0,4,4,3.0,71,+1:07.605,5633914.0,,,,,1
6267,286,91,15,29.0,13,5.0,5,5,2.0,70,,,,,,,11
6268,286,84,27,25.0,11,6.0,6,6,1.0,70,,,,,,,11
6269,286,109,15,30.0,12,7.0,7,7,0.0,69,,,,,,,12
6270,286,94,18,24.0,19,8.0,8,8,0.0,69,,,,,,,12
6271,286,104,18,23.0,24,9.0,9,9,0.0,69,,,,,,,12
6272,286,112,33,19.0,20,10.0,10,10,0.0,69,,,,,,,12
6273,286,100,33,20.0,22,11.0,11,11,0.0,68,,,,,,,13
6274,286,110,25,4.0,17,12.0,12,12,0.0,68,,,,,,,13
6275,286,22,17,14.0,15,13.0,13,13,0.0,68,,,,,,,13
6276,286,69,26,22.0,26,14.0,14,14,0.0,68,,,,,,,13
6277,286,118,29,9.0,9,15.0,15,15,0.0,63,,,,,,,3
6278,286,119,22,6.0,7,16.0,16,16,0.0,63,,,,,,,3
6279,286,83,32,11.0,18,,R,17,0.0,61,,,,,,,20
6280,286,65,32,12.0,14,,R,18,0.0,60,,,,,,,20
6281,286,87,27,26.0,10,,R,19,0.0,51,,,,,,,3
6282,286,105,26,21.0,25,,R,20,0.0,38,,,,,,,6
6283,286,77,6,28.0,8,,R,21,0.0,35,,,,,,,3
6284,286,57,1,7.0,3,,R,22,0.0,32,,,,,,,20
6285,286,88,29,10.0,16,,R,23,0.0,27,,,,,,,6
6286,286,102,1,8.0,4,,R,24,0.0,19,,,,,,,5
6287,286,79,25,3.0,21,,R,25,0.0,12,,,,,,,20
6288,286,125,17,15.0,23,,R,26,0.0,8,,,,,,,5
6289,287,102,1,8.0,2,1.0,1,1,10.0,53,1:40:27.912,6027912.0,,,,,1
6290,287,117,3,2.0,1,2.0,2,2,6.0,53,+11.435,6039347.0,,,,,1
6291,287,57,1,7.0,3,3.0,3,3,4.0,53,+26.129,6054041.0,,,,,1
6292,287,71,3,0.0,6,4.0,4,4,3.0,53,+1:23.538,6111450.0,,,,,1
6293,287,22,17,14.0,12,5.0,5,5,2.0,53,+1:35.101,6123013.0,,,,,1
6294,287,56,17,15.0,8,6.0,6,6,1.0,53,+1:46.421,6134333.0,,,,,1
6295,287,87,27,26.0,17,7.0,7,7,0.0,52,,,,,,,11
6296,287,109,15,30.0,11,8.0,8,8,0.0,52,,,,,,,11
6297,287,84,27,25.0,15,9.0,9,9,0.0,51,,,,,,,4
6298,287,94,18,24.0,22,10.0,10,10,0.0,51,,,,,,,12
6299,287,65,32,12.0,19,11.0,11,11,0.0,51,,,,,,,12
6300,287,126,33,19.0,23,12.0,12,12,0.0,51,,,,,,,12
6301,287,83,32,11.0,20,13.0,13,13,0.0,49,,,,,,,20
6302,287,118,29,9.0,7,14.0,14,14,0.0,48,,,,,,,4
6303,287,119,22,6.0,10,,R,15,0.0,45,,,,,,,20
6304,287,77,6,28.0,5,,R,16,0.0,40,,,,,,,5
6305,287,88,29,10.0,9,,R,17,0.0,28,,,,,,,20
6306,287,111,18,23.0,13,,R,18,0.0,26,,,,,,,54
6307,287,79,25,3.0,24,,R,19,0.0,26,,,,,,,5
6308,287,91,15,29.0,16,,R,20,0.0,25,,,,,,,5
6309,287,100,33,20.0,21,,R,21,0.0,17,,,,,,,5
6310,287,30,22,5.0,4,,R,22,0.0,10,,,,,,,4
6311,287,55,6,27.0,14,,R,23,0.0,7,,,,,,,5
6312,287,110,25,4.0,18,,R,24,0.0,0,,,,,,,4
6313,288,102,1,8.0,1,1.0,1,1,10.0,79,1:43:27.476,6207476.0,,,,,1
6314,288,117,3,2.0,2,2.0,2,2,6.0,79,+9.259,6216735.0,,,,,1
6315,288,71,3,0.0,3,3.0,3,3,4.0,79,+33.902,6241378.0,,,,,1
6316,288,55,6,27.0,7,4.0,4,4,3.0,78,,,,,,,11
6317,288,77,6,28.0,6,5.0,5,5,2.0,78,,,,,,,11
6318,288,84,27,25.0,8,6.0,6,6,1.0,78,,,,,,,11
6319,288,88,29,10.0,10,7.0,7,7,0.0,78,,,,,,,11
6320,288,119,22,6.0,9,8.0,8,8,0.0,77,,,,,,,69
6321,288,87,27,26.0,14,9.0,9,9,0.0,77,,,,,,,12
6322,288,118,29,9.0,17,10.0,10,10,0.0,77,,,,,,,12
6323,288,22,17,14.0,13,11.0,11,11,0.0,76,,,,,,,13
6324,288,100,33,20.0,21,12.0,12,12,0.0,76,,,,,,,13
6325,288,110,25,4.0,15,13.0,13,13,0.0,75,,,,,,,14
6326,288,126,33,19.0,24,14.0,14,14,0.0,74,,,,,,,15
6327,288,91,15,29.0,11,15.0,15,15,0.0,73,,,,,,,23
6328,288,109,15,30.0,12,,R,16,0.0,56,,,,,,,3
6329,288,111,18,23.0,22,,R,17,0.0,34,,,,,,,20
6330,288,57,1,7.0,5,,R,18,0.0,28,,,,,,,23
6331,288,30,22,5.0,4,,R,19,0.0,19,,,,,,,5
6332,288,79,25,3.0,18,,R,20,0.0,11,,,,,,,20
6333,288,56,17,15.0,19,,R,21,0.0,10,,,,,,,3
6334,288,65,32,12.0,20,,R,22,0.0,9,,,,,,,22
6335,288,94,18,24.0,16,,R,23,0.0,5,,,,,,,6
6336,288,83,32,11.0,23,,R,24,0.0,0,,,,,,,3
6337,289,95,3,5.0,1,1.0,1,1,10.0,72,1:36:45.320,5805320.0,,,,,1
6338,289,119,3,6.0,4,2.0,2,2,6.0,72,+24.360,5829680.0,,,,,1
6339,289,102,1,1.0,2,3.0,3,3,4.0,72,+34.675,5839995.0,,,,,1
6340,289,30,22,19.0,6,4.0,4,4,3.0,72,+47.863,5853183.0,,,,,1
6341,289,77,1,2.0,3,5.0,5,5,2.0,72,+1:13.634,5878954.0,,,,,1
6342,289,65,32,12.0,11,6.0,6,6,1.0,71,,,,,,,11
6343,289,100,27,26.0,13,7.0,7,7,0.0,71,,,,,,,11
6344,289,88,29,10.0,16,8.0,8,8,0.0,70,,,,,,,12
6345,289,57,32,11.0,21,9.0,9,9,0.0,70,,,,,,,12
6346,289,105,29,9.0,17,10.0,10,10,0.0,70,,,,,,,12
6347,289,127,17,33.0,23,11.0,11,11,0.0,70,,,,,,,12
6348,289,79,33,30.0,18,12.0,12,12,0.0,68,,,,,,,14
6349,289,128,34,7.0,26,13.0,13,13,0.0,68,,,,,,,14
6350,289,129,25,3.0,12,,R,14,0.0,62,,,,,,,5
6351,289,123,27,25.0,14,,R,15,0.0,60,,,,,,,69
6352,289,94,35,22.0,25,,R,16,0.0,56,,,,,,,8
6353,289,81,18,24.0,19,,R,17,0.0,55,,,,,,,5
6354,289,109,35,21.0,24,,R,18,0.0,44,,,,,,,6
6355,289,104,18,23.0,20,,R,19,0.0,43,,,,,,,91
6356,289,110,25,4.0,10,,R,20,0.0,41,,,,,,,5
6357,289,55,6,27.0,5,,R,21,0.0,40,,,,,,,5
6358,289,122,6,28.0,9,,R,22,0.0,28,,,,,,,5
6359,289,99,36,15.0,15,,R,23,0.0,23,,,,,,,5
6360,289,91,37,16.0,7,,R,24,0.0,13,,,,,,,25
6361,289,92,33,29.0,22,,R,25,0.0,8,,,,,,,38
6362,289,84,22,20.0,8,,R,26,0.0,1,,,,,,,8
6363,289,108,37,17.0,0,,F,27,0.0,0,,,,,,,81
6364,289,130,36,14.0,0,,F,28,0.0,0,,,,,,,81
6365,289,131,17,32.0,0,,F,29,0.0,0,,,,,,,81
6366,289,132,34,8.0,0,,F,30,0.0,0,,,,,,,81
6367,290,95,3,5.0,1,1.0,1,1,10.0,69,1:31:53.587,5513587.0,,,,,1
6368,290,119,3,6.0,2,2.0,2,2,6.0,69,+12.971,5526558.0,,,,,1
6369,290,30,22,19.0,3,3.0,3,3,4.0,69,+21.429,5535016.0,,,,,1
6370,290,77,1,2.0,5,4.0,4,4,3.0,69,+33.347,5546934.0,,,,,1
6371,290,110,25,4.0,11,5.0,5,5,2.0,68,,,,,,,11
6372,290,57,32,11.0,18,6.0,6,6,1.0,68,,,,,,,11
6373,290,65,32,12.0,12,7.0,7,7,0.0,68,,,,,,,11
6374,290,109,35,21.0,7,8.0,8,8,0.0,68,,,,,,,11
6375,290,100,27,26.0,26,9.0,9,9,0.0,67,,,,,,,12
6376,290,123,27,25.0,22,10.0,10,10,0.0,67,,,,,,,12
6377,290,92,33,29.0,13,11.0,11,11,0.0,66,,,,,,,13
6378,290,79,33,30.0,24,12.0,12,12,0.0,66,,,,,,,13
6379,290,105,29,9.0,25,13.0,13,13,0.0,65,,,,,,,14
6380,290,84,22,20.0,4,,R,14,0.0,47,,,,,,,5
6381,290,99,36,15.0,14,,R,15,0.0,45,,,,,,,8
6382,290,130,36,14.0,23,,R,16,0.0,37,,,,,,,20
6383,290,94,35,22.0,9,,R,17,0.0,36,,,,,,,64
6384,290,55,6,27.0,10,,R,18,0.0,31,,,,,,,5
6385,290,81,18,24.0,21,,R,19,0.0,29,,,,,,,20
6386,290,131,17,32.0,15,,R,20,0.0,17,,,,,,,6
6387,290,129,25,3.0,16,,R,21,0.0,12,,,,,,,5
6388,290,102,1,1.0,6,,R,22,0.0,11,,,,,,,7
6389,290,104,18,23.0,17,,R,23,0.0,2,,,,,,,20
6390,290,127,17,33.0,8,,R,24,0.0,0,,,,,,,5
6391,290,91,37,16.0,19,,R,25,0.0,0,,,,,,,4
6392,290,122,6,28.0,20,,R,26,0.0,0,,,,,,,4
6393,290,88,29,10.0,0,,F,27,0.0,0,,,,,,,81
6394,290,108,37,17.0,0,,F,28,0.0,0,,,,,,,81
6395,290,128,34,7.0,0,,F,29,0.0,0,,,,,,,81
6396,290,132,34,8.0,0,,F,30,0.0,0,,,,,,,81
6397,291,95,3,5.0,1,1.0,1,1,10.0,71,1:36:51.856,5811856.0,,,,,1
6398,291,119,3,6.0,2,2.0,2,2,6.0,71,+29.330,5841186.0,,,,,1
6399,291,30,22,19.0,5,3.0,3,3,4.0,70,,,,,,,11
6400,291,55,6,27.0,6,4.0,4,4,3.0,70,,,,,,,11
6401,291,122,6,28.0,11,5.0,5,5,2.0,70,,,,,,,11
6402,291,105,29,9.0,14,6.0,6,6,1.0,70,,,,,,,11
6403,291,81,18,24.0,23,7.0,7,7,0.0,69,,,,,,,12
6404,291,109,35,21.0,16,8.0,8,8,0.0,69,,,,,,,12
6405,291,79,33,30.0,25,9.0,9,9,0.0,68,,,,,,,13
6406,291,57,32,11.0,24,10.0,10,10,0.0,67,,,,,,,14
6407,291,99,36,15.0,19,,R,11,0.0,62,,,,,,,5
6408,291,91,37,16.0,9,,R,12,0.0,55,,,,,,,8
6409,291,104,18,23.0,20,,R,13,0.0,54,,,,,,,6
6410,291,129,25,3.0,17,,R,14,0.0,52,,,,,,,5
6411,291,100,27,26.0,15,,R,15,0.0,42,,,,,,,6
6412,291,65,32,12.0,26,,R,16,0.0,36,,,,,,,20
6413,291,123,27,25.0,10,,R,17,0.0,36,,,,,,,4
6414,291,127,17,33.0,21,,R,18,0.0,36,,,,,,,6
6415,291,84,22,20.0,7,,R,19,0.0,30,,,,,,,4
6416,291,94,35,22.0,8,,R,20,0.0,24,,,,,,,8
6417,291,92,33,29.0,18,,R,21,0.0,23,,,,,,,22
6418,291,110,25,4.0,13,,R,22,0.0,21,,,,,,,5
6419,291,102,1,1.0,3,,R,23,0.0,17,,,,,,,5
6420,291,77,1,2.0,4,,R,24,0.0,4,,,,,,,10
6421,291,88,29,10.0,22,,R,25,0.0,2,,,,,,,5
6422,291,131,17,32.0,12,,R,26,0.0,1,,,,,,,6
6423,291,130,36,14.0,0,,F,27,0.0,0,,,,,,,81
6424,291,108,37,17.0,0,,F,28,0.0,0,,,,,,,81
6425,291,128,34,7.0,0,,F,29,0.0,0,,,,,,,81
6426,291,132,34,8.0,0,,F,30,0.0,0,,,,,,,81
6427,292,95,3,5.0,1,1.0,1,1,10.0,65,1:56:10.674,6970674.0,,,,,1
6428,292,30,22,19.0,2,2.0,2,2,6.0,65,+23.914,6994588.0,,,,,1
6429,292,55,6,27.0,8,3.0,3,3,4.0,65,+26.462,6997136.0,,,,,1
6430,292,77,1,2.0,7,4.0,4,4,3.0,65,+1:20.647,7051321.0,,,,,1
6431,292,105,29,9.0,16,5.0,5,5,2.0,64,,,,,,,11
6432,292,94,35,22.0,13,6.0,6,6,1.0,63,,,,,,,12
6433,292,88,29,10.0,19,7.0,7,7,0.0,63,,,,,,,12
6434,292,91,37,16.0,9,8.0,8,8,0.0,63,,,,,,,12
6435,292,102,1,1.0,3,9.0,9,9,0.0,62,,,,,,,20
6436,292,122,6,28.0,5,10.0,10,10,0.0,62,,,,,,,20
6437,292,104,18,23.0,22,11.0,11,11,0.0,61,,,,,,,14
6438,292,108,37,17.0,23,12.0,12,12,0.0,61,,,,,,,14
6439,292,109,35,21.0,12,,R,13,0.0,56,,,,,,,20
6440,292,99,36,15.0,18,,R,14,0.0,56,,,,,,,20
6441,292,57,32,11.0,21,,R,15,0.0,56,,,,,,,20
6442,292,100,27,26.0,10,,R,16,0.0,55,,,,,,,20
6443,292,92,33,29.0,24,,R,17,0.0,35,,,,,,,5
6444,292,129,25,3.0,15,,R,18,0.0,30,,,,,,,20
6445,292,81,18,24.0,25,,R,19,0.0,26,,,,,,,64
6446,292,127,17,33.0,17,,R,20,0.0,24,,,,,,,20
6447,292,130,36,14.0,20,,R,21,0.0,22,,,,,,,20
6448,292,119,3,6.0,4,,R,22,0.0,19,,,,,,,20
6449,292,65,32,12.0,26,,R,23,0.0,13,,,,,,,20
6450,292,123,27,25.0,14,,R,24,0.0,11,,,,,,,5
6451,292,84,22,20.0,6,,R,25,0.0,4,,,,,,,20
6452,292,110,25,4.0,11,,R,26,0.0,2,,,,,,,5
6453,292,79,33,30.0,0,,F,27,0.0,0,,,,,,,81
6454,292,128,34,7.0,0,,F,28,0.0,0,,,,,,,81
6455,292,131,17,32.0,0,,F,29,0.0,0,,,,,,,81
6456,292,71,34,8.0,0,,F,30,0.0,0,,,,,,,81
6457,292,90,38,34.0,0,,F,31,0.0,0,,,,,,,97
6458,292,135,38,35.0,0,,F,32,0.0,0,,,,,,,97
6459,293,95,3,5.0,1,1.0,1,1,10.0,60,1:28:40.927,5320927.0,,,,,1
6460,293,119,3,6.0,2,2.0,2,2,6.0,60,+9.451,5330378.0,,,,,1
6461,293,102,1,1.0,3,3.0,3,3,4.0,60,+48.984,5369911.0,,,,,1
6462,293,84,22,20.0,6,4.0,4,4,3.0,60,+53.007,5373934.0,,,,,1
6463,293,105,29,9.0,9,5.0,5,5,2.0,59,,,,,,,11
6464,293,94,35,22.0,15,6.0,6,6,1.0,59,,,,,,,11
6465,293,127,17,33.0,16,7.0,7,7,0.0,58,,,,,,,12
6466,293,129,25,3.0,20,8.0,8,8,0.0,58,,,,,,,12
6467,293,100,27,26.0,13,9.0,9,9,0.0,58,,,,,,,12
6468,293,88,29,10.0,11,10.0,10,10,0.0,58,,,,,,,12
6469,293,109,35,21.0,16,11.0,11,11,0.0,57,,,,,,,5
6470,293,91,37,16.0,12,12.0,12,12,0.0,57,,,,,,,13
6471,293,108,37,17.0,24,13.0,13,13,0.0,57,,,,,,,13
6472,293,110,25,4.0,14,14.0,14,14,0.0,55,,,,,,,69
6473,293,79,33,30.0,17,,R,15,0.0,40,,,,,,,20
6474,293,55,6,27.0,7,,R,16,0.0,39,,,,,,,4
6475,293,77,1,2.0,4,,R,17,0.0,39,,,,,,,4
6476,293,92,33,29.0,19,,R,18,0.0,32,,,,,,,20
6477,293,123,27,25.0,10,,R,19,0.0,29,,,,,,,5
6478,293,131,17,32.0,23,,R,20,0.0,25,,,,,,,6
6479,293,81,18,24.0,21,,R,21,0.0,24,,,,,,,5
6480,293,99,36,15.0,22,,R,22,0.0,24,,,,,,,5
6481,293,30,22,19.0,5,,R,23,0.0,20,,,,,,,20
6482,293,122,6,28.0,8,,R,24,0.0,11,,,,,,,20
6483,293,104,18,23.0,25,,R,25,0.0,8,,,,,,,6
6484,293,65,32,12.0,26,,R,26,0.0,8,,,,,,,6
6485,293,57,32,11.0,0,,F,27,0.0,0,,,,,,,81
6486,293,130,36,14.0,0,,F,28,0.0,0,,,,,,,81
6487,293,71,34,8.0,0,,F,29,0.0,0,,,,,,,81
6488,293,128,34,7.0,0,,F,30,0.0,0,,,,,,,81
6489,293,90,38,34.0,0,,F,31,0.0,0,,,,,,,97
6490,293,135,38,35.0,0,,F,32,0.0,0,,,,,,,97
6491,294,102,1,1.0,3,1.0,1,1,10.0,78,1:50:59.372,6659372.0,,,,,1
6492,294,95,3,5.0,1,2.0,2,2,6.0,78,+0.215,6659587.0,,,,,1
6493,294,119,3,6.0,2,3.0,3,3,4.0,78,+31.843,6691215.0,,,,,1
6494,294,30,22,19.0,6,4.0,4,4,3.0,78,+39.294,6698666.0,,,,,1
6495,294,84,22,20.0,7,5.0,5,5,2.0,78,+1:21.347,6740719.0,,,,,1
6496,294,92,33,29.0,15,6.0,6,6,1.0,77,,,,,,,11
6497,294,105,29,9.0,11,7.0,7,7,0.0,77,,,,,,,11
6498,294,104,18,23.0,17,8.0,8,8,0.0,77,,,,,,,11
6499,294,109,35,21.0,20,9.0,9,9,0.0,76,,,,,,,12
6500,294,100,27,26.0,23,10.0,10,10,0.0,76,,,,,,,12
6501,294,88,29,10.0,19,11.0,11,11,0.0,76,,,,,,,12
6502,294,123,27,25.0,22,12.0,12,12,0.0,75,,,,,,,13
6503,294,122,6,28.0,8,,R,13,0.0,60,,,,,,,20
6504,294,77,1,2.0,5,,R,14,0.0,32,,,,,,,6
6505,294,57,32,11.0,14,,R,15,0.0,30,,,,,,,6
6506,294,55,6,27.0,4,,R,16,0.0,28,,,,,,,6
6507,294,127,17,33.0,13,,R,17,0.0,18,,,,,,,6
6508,294,65,32,12.0,9,,R,18,0.0,17,,,,,,,20
6509,294,90,38,34.0,26,,R,19,0.0,11,,,,,,,5
6510,294,110,25,4.0,10,,R,20,0.0,9,,,,,,,6
6511,294,99,36,15.0,25,,R,21,0.0,9,,,,,,,5
6512,294,131,17,32.0,21,,R,22,0.0,6,,,,,,,20
6513,294,129,25,3.0,24,,R,23,0.0,4,,,,,,,7
6514,294,91,37,16.0,16,,R,24,0.0,1,,,,,,,6
6515,294,81,18,24.0,12,,R,25,0.0,1,,,,,,,6
6516,294,94,35,22.0,18,,R,26,0.0,0,,,,,,,20
6517,294,128,34,7.0,0,,F,27,0.0,0,,,,,,,81
6518,294,71,34,8.0,0,,F,28,0.0,0,,,,,,,81
6519,294,130,36,14.0,0,,F,29,0.0,0,,,,,,,81
6520,294,108,37,17.0,0,,F,30,0.0,0,,,,,,,81
6521,294,79,33,30.0,0,,F,31,0.0,0,,,,,,,97
6522,294,135,38,35.0,0,,F,32,0.0,0,,,,,,,97
6523,295,77,1,2.0,4,1.0,1,1,10.0,69,1:37:08.299,5828299.0,,,,,1
6524,295,30,22,19.0,5,2.0,2,2,6.0,69,+12.401,5840700.0,,,,,1
6525,295,55,6,27.0,8,3.0,3,3,4.0,69,+1:07.327,5895626.0,,,,,1
6526,295,91,37,16.0,12,4.0,4,4,3.0,68,,,,,,,11
6527,295,110,25,4.0,14,5.0,5,5,2.0,68,,,,,,,11
6528,295,100,27,26.0,22,6.0,6,6,1.0,68,,,,,,,11
6529,295,105,29,9.0,16,7.0,7,7,0.0,68,,,,,,,11
6530,295,94,35,22.0,15,8.0,8,8,0.0,68,,,,,,,11
6531,295,109,35,21.0,23,9.0,9,9,0.0,68,,,,,,,11
6532,295,123,27,25.0,21,10.0,10,10,0.0,67,,,,,,,12
6533,295,81,18,24.0,13,11.0,11,11,0.0,67,,,,,,,12
6534,295,129,25,3.0,26,12.0,12,12,0.0,67,,,,,,,12
6535,295,104,18,23.0,25,13.0,13,13,0.0,65,,,,,,,14
6536,295,108,37,17.0,20,14.0,14,14,0.0,64,,,,,,,15
6537,295,79,33,30.0,11,,R,15,0.0,61,,,,,,,5
6538,295,84,22,20.0,7,,R,16,0.0,45,,,,,,,7
6539,295,119,3,6.0,2,,R,17,0.0,43,,,,,,,6
6540,295,102,1,1.0,1,,R,18,0.0,37,,,,,,,10
6541,295,131,17,32.0,17,,R,19,0.0,36,,,,,,,7
6542,295,57,32,11.0,10,,R,20,0.0,35,,,,,,,6
6543,295,65,32,12.0,6,,R,21,0.0,34,,,,,,,8
6544,295,122,6,28.0,9,,R,22,0.0,18,,,,,,,20
6545,295,95,3,5.0,3,,R,23,0.0,14,,,,,,,20
6546,295,127,17,33.0,24,,R,24,0.0,14,,,,,,,7
6547,295,92,33,29.0,19,,D,25,0.0,14,,,,,,,2
6548,295,99,36,15.0,18,,R,26,0.0,0,,,,,,,7
6549,295,88,29,10.0,0,,F,27,0.0,0,,,,,,,81
6550,295,128,34,7.0,0,,F,28,0.0,0,,,,,,,81
6551,295,130,36,14.0,0,,F,29,0.0,0,,,,,,,81
6552,295,71,34,8.0,0,,F,30,0.0,0,,,,,,,81
6553,295,90,38,34.0,0,,F,31,0.0,0,,,,,,,97
6554,296,95,3,5.0,1,1.0,1,1,10.0,69,1:38:08.459,5888459.0,,,,,1
6555,296,119,3,6.0,2,2.0,2,2,6.0,69,+46.447,5934906.0,,,,,1
6556,296,84,22,20.0,7,3.0,3,3,4.0,69,+1:12.579,5961038.0,,,,,1
6557,296,57,32,11.0,11,4.0,4,4,3.0,68,,,,,,,11
6558,296,100,27,26.0,10,5.0,5,5,2.0,68,,,,,,,11
6559,296,65,32,12.0,12,6.0,6,6,1.0,68,,,,,,,11
6560,296,105,29,9.0,14,7.0,7,7,0.0,68,,,,,,,11
