resultId,raceId,driverId,constructorId,driverCurrentNumber,grid,positionOrder,positionText,position,points,laps,totalRaceTime,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
6561,296,81,18,24.0,16,8.0,8,8,0.0,68,,,,,,,11
6562,296,109,35,21.0,17,9.0,9,9,0.0,67,,,,,,,12
6563,296,94,35,22.0,25,10.0,10,10,0.0,67,,,,,,,12
6564,296,129,25,3.0,22,11.0,11,11,0.0,66,,,,,,,13
6565,296,55,6,27.0,6,,R,12,0.0,61,,,,,,,5
6566,296,110,25,4.0,19,,R,13,0.0,51,,,,,,,20
6567,296,79,33,30.0,18,,R,14,0.0,41,,,,,,,5
6568,296,123,27,25.0,9,,R,15,0.0,46,,,,,,,20
6569,296,122,6,28.0,8,,R,16,0.0,38,,,,,,,5
6570,296,91,37,16.0,21,,R,17,0.0,33,,,,,,,6
6571,296,131,17,32.0,20,,R,18,0.0,25,,,,,,,5
6572,296,88,29,10.0,15,,R,19,0.0,20,,,,,,,20
6573,296,30,22,19.0,5,,R,20,0.0,17,,,,,,,3
6574,296,77,1,2.0,4,,R,21,0.0,10,,,,,,,5
6575,296,99,36,15.0,23,,R,22,0.0,6,,,,,,,37
6576,296,102,1,1.0,3,,R,23,0.0,0,,,,,,,3
6577,296,92,33,29.0,13,,R,24,0.0,0,,,,,,,3
6578,296,127,17,33.0,24,,R,25,0.0,0,,,,,,,3
6579,296,130,36,14.0,26,,R,26,0.0,0,,,,,,,3
6580,296,108,37,17.0,0,,F,27,0.0,0,,,,,,,81
6581,296,104,18,23.0,0,,F,28,0.0,0,,,,,,,81
6582,296,128,34,7.0,0,,F,29,0.0,0,,,,,,,81
6583,296,71,34,8.0,0,,F,30,0.0,0,,,,,,,81
6584,297,95,3,5.0,1,1.0,1,1,10.0,59,1:25:42.991,5142991.0,,,,,1
6585,297,119,3,6.0,2,2.0,2,2,6.0,59,+39.094,5182085.0,,,,,1
6586,297,84,22,20.0,6,3.0,3,3,4.0,59,+48.395,5191386.0,,,,,1
6587,297,30,22,19.0,4,4.0,4,4,3.0,59,+53.267,5196258.0,,,,,1
6588,297,77,1,2.0,5,5.0,5,5,2.0,59,+55.795,5198786.0,,,,,1
6589,297,57,32,11.0,9,6.0,6,6,1.0,59,+1:20.138,5223129.0,,,,,1
6590,297,105,29,9.0,12,7.0,7,7,0.0,58,,,,,,,11
6591,297,100,27,26.0,10,8.0,8,8,0.0,58,,,,,,,11
6592,297,122,6,28.0,14,9.0,9,9,0.0,58,,,,,,,11
6593,297,123,27,25.0,13,10.0,10,10,0.0,57,,,,,,,12
6594,297,129,25,3.0,20,11.0,11,11,0.0,57,,,,,,,12
6595,297,88,29,10.0,17,12.0,12,12,0.0,57,,,,,,,12
6596,297,109,35,21.0,19,13.0,13,13,0.0,57,,,,,,,12
6597,297,99,36,15.0,15,14.0,14,14,0.0,57,,,,,,,12
6598,297,94,35,22.0,22,15.0,15,15,0.0,56,,,,,,,13
6599,297,71,34,8.0,26,16.0,16,16,0.0,55,,,,,,,14
6600,297,81,18,24.0,25,17.0,17,17,0.0,53,,,,,,,5
6601,297,102,1,1.0,3,,R,18,0.0,52,,,,,,,7
6602,297,110,25,4.0,18,,R,19,0.0,46,,,,,,,20
6603,297,55,6,27.0,8,,R,20,0.0,43,,,,,,,26
6604,297,131,17,32.0,23,,R,21,0.0,43,,,,,,,5
6605,297,127,17,33.0,24,,R,22,0.0,37,,,,,,,5
6606,297,92,33,29.0,11,,R,23,0.0,32,,,,,,,36
6607,297,65,32,12.0,7,,R,24,0.0,31,,,,,,,7
6608,297,91,37,16.0,21,,R,25,0.0,27,,,,,,,6
6609,297,79,33,30.0,16,,R,26,0.0,27,,,,,,,7
6610,297,70,18,23.0,0,,F,27,0.0,0,,,,,,,81
6611,297,108,37,17.0,0,,F,28,0.0,0,,,,,,,81
6612,297,130,36,14.0,0,,F,29,0.0,0,,,,,,,81
6613,297,128,34,7.0,0,,W,30,0.0,0,,,,,,,54
6614,297,90,38,34.0,0,,F,31,0.0,0,,,,,,,97
6615,297,135,38,35.0,0,,F,32,0.0,0,,,,,,,97
6616,298,95,3,5.0,1,1.0,1,1,10.0,45,1:18:22.032,4702032.0,,,,,1
6617,298,102,1,1.0,3,2.0,2,2,6.0,45,+4.500,4706532.0,,,,,1
6618,298,30,22,19.0,6,3.0,3,3,4.0,45,+34.462,4736494.0,,,,,1
6619,298,84,22,20.0,9,4.0,4,4,3.0,45,+36.959,4738991.0,,,,,1
6620,298,55,6,27.0,5,5.0,5,5,2.0,45,+1:12.607,4774639.0,,,,,1
6621,298,100,27,26.0,7,6.0,6,6,1.0,45,+1:36.498,4798530.0,,,,,1
6622,298,123,27,25.0,8,7.0,7,7,0.0,45,+1:37.180,4799212.0,,,,,1
6623,298,119,3,6.0,2,8.0,8,8,0.0,44,,,,,,,20
6624,298,105,29,9.0,17,9.0,9,9,0.0,44,,,,,,,11
6625,298,109,35,21.0,21,10.0,10,10,0.0,44,,,,,,,11
6626,298,94,35,22.0,18,11.0,11,11,0.0,44,,,,,,,11
6627,298,81,18,24.0,26,12.0,12,12,0.0,44,,,,,,,11
6628,298,108,37,17.0,22,13.0,13,13,0.0,44,,,,,,,11
6629,298,92,33,29.0,25,14.0,14,14,0.0,44,,,,,,,11
6630,298,127,17,33.0,23,15.0,15,15,0.0,43,,,,,,,12
6631,298,91,37,16.0,10,16.0,16,16,0.0,42,,,,,,,13
6632,298,99,36,15.0,19,,R,17,0.0,33,,,,,,,5
6633,298,110,25,4.0,20,,R,18,0.0,25,,,,,,,5
6634,298,65,32,12.0,11,,R,19,0.0,23,,,,,,,5
6635,298,122,6,28.0,12,,R,20,0.0,21,,,,,,,5
6636,298,57,32,11.0,13,,R,21,0.0,21,,,,,,,5
6637,298,77,1,2.0,4,,R,22,0.0,16,,,,,,,10
6638,298,129,25,3.0,14,,R,23,0.0,8,,,,,,,5
6639,298,79,33,30.0,16,,R,24,0.0,8,,,,,,,20
6640,298,88,29,10.0,15,,R,25,0.0,1,,,,,,,20
6641,298,70,18,23.0,24,,R,26,0.0,1,,,,,,,6
6642,298,131,17,32.0,0,,F,27,0.0,0,,,,,,,81
6643,298,128,34,7.0,0,,F,28,0.0,0,,,,,,,81
6644,298,130,36,14.0,0,,F,29,0.0,0,,,,,,,81
6645,298,71,34,8.0,0,,F,30,0.0,0,,,,,,,81
6646,298,90,38,34.0,0,,F,31,0.0,0,,,,,,,97
6647,298,135,38,35.0,0,,E,32,0.0,0,,,,,,,96
6648,299,102,1,1.0,3,1.0,1,1,10.0,77,1:46:19.216,6379216.0,,,,,1
6649,299,95,3,5.0,2,2.0,2,2,6.0,77,+40.139,6419355.0,,,,,1
6650,299,77,1,2.0,5,3.0,3,3,4.0,77,+50.782,6429998.0,,,,,1
6651,299,57,32,11.0,16,4.0,4,4,3.0,77,+54.313,6433529.0,,,,,1
6652,299,84,22,20.0,6,5.0,5,5,2.0,77,+57.498,6436714.0,,,,,1
6653,299,122,6,28.0,10,6.0,6,6,1.0,76,,,,,,,11
6654,299,105,29,9.0,7,7.0,7,7,0.0,75,,,,,,,12
6655,299,110,25,4.0,19,8.0,8,8,0.0,75,,,,,,,12
6656,299,108,37,17.0,17,9.0,9,9,0.0,74,,,,,,,13
6657,299,127,17,33.0,21,10.0,10,10,0.0,73,,,,,,,14
6658,299,71,34,8.0,25,11.0,11,11,0.0,73,,,,,,,14
6659,299,30,22,19.0,4,,R,12,0.0,63,,,,,,,41
6660,299,119,3,6.0,1,,R,13,0.0,55,,,,,,,5
6661,299,94,35,22.0,26,,R,14,0.0,40,,,,,,,6
6662,299,79,33,30.0,20,,R,15,0.0,35,,,,,,,5
6663,299,55,6,27.0,9,,R,16,0.0,14,,,,,,,20
6664,299,92,33,29.0,15,,R,17,0.0,13,,,,,,,4
6665,299,88,29,10.0,14,,R,18,0.0,13,,,,,,,4
6666,299,129,25,3.0,22,,R,19,0.0,13,,,,,,,4
6667,299,91,37,16.0,23,,R,20,0.0,13,,,,,,,4
6668,299,131,17,32.0,24,,R,21,0.0,13,,,,,,,4
6669,299,128,36,14.0,18,,R,22,0.0,2,,,,,,,20
6670,299,123,27,25.0,8,,R,23,0.0,0,,,,,,,4
6671,299,100,27,26.0,11,,R,24,0.0,0,,,,,,,4
6672,299,99,36,15.0,12,,R,25,0.0,0,,,,,,,4
6673,299,65,32,12.0,13,,R,26,0.0,0,,,,,,,4
6674,299,81,18,24.0,0,,F,27,0.0,0,,,,,,,81
6675,299,109,35,21.0,0,,F,28,0.0,0,,,,,,,81
6676,299,70,18,23.0,0,,F,29,0.0,0,,,,,,,81
6677,299,90,38,34.0,0,,F,30,0.0,0,,,,,,,81
6678,299,135,38,35.0,0,,F,31,0.0,0,,,,,,,97
6679,300,30,22,19.0,3,1.0,1,1,10.0,44,1:36:10.721,5770721.0,,,,,1
6680,300,95,3,5.0,1,2.0,2,2,6.0,44,+36.595,5807316.0,,,,,1
6681,300,119,3,6.0,4,3.0,3,3,4.0,44,+43.897,5814618.0,,,,,1
6682,300,84,22,20.0,9,4.0,4,4,3.0,44,+46.059,5816780.0,,,,,1
6683,300,102,1,1.0,2,5.0,5,5,2.0,44,+1:08.369,5839090.0,,,,,1
6684,300,57,32,11.0,8,6.0,6,6,1.0,44,+1:10.030,5840751.0,,,,,1
6685,300,109,35,21.0,16,7.0,7,7,0.0,44,+1:38.237,5868958.0,,,,,1
6686,300,110,25,4.0,13,8.0,8,8,0.0,43,,,,,,,11
6687,300,88,29,10.0,25,9.0,9,9,0.0,43,,,,,,,11
6688,300,128,36,14.0,15,10.0,10,10,0.0,43,,,,,,,11
6689,300,91,37,16.0,18,11.0,11,11,0.0,43,,,,,,,11
6690,300,125,37,17.0,21,12.0,12,12,0.0,43,,,,,,,11
6691,300,65,32,12.0,10,13.0,13,13,0.0,43,,,,,,,5
6692,300,127,17,33.0,24,14.0,14,14,0.0,42,,,,,,,12
6693,300,131,17,32.0,17,15.0,15,15,0.0,42,,,,,,,12
6694,300,81,18,24.0,23,16.0,16,16,0.0,42,,,,,,,12
6695,300,79,33,30.0,26,17.0,17,17,0.0,42,,,,,,,12
6696,300,92,33,29.0,20,18.0,18,18,0.0,40,,,,,,,20
6697,300,123,27,25.0,7,,R,19,0.0,27,,,,,,,20
6698,300,122,6,28.0,12,,R,20,0.0,25,,,,,,,5
6699,300,99,36,15.0,11,,R,21,0.0,25,,,,,,,5
6700,300,105,29,9.0,14,,R,22,0.0,20,,,,,,,6
6701,300,55,6,27.0,5,,R,23,0.0,7,,,,,,,29
6702,300,129,25,3.0,22,,R,24,0.0,1,,,,,,,3
6703,300,77,1,2.0,6,,R,25,0.0,0,,,,,,,7
6704,300,94,35,22.0,19,,R,26,0.0,0,,,,,,,20
6705,300,104,18,23.0,0,,F,27,0.0,0,,,,,,,81
6706,300,90,38,34.0,0,,F,28,0.0,0,,,,,,,81
6707,300,135,38,35.0,0,,F,29,0.0,0,,,,,,,81
6708,300,100,27,26.0,0,,W,30,0.0,0,,,,,,,54
6709,301,102,1,1.0,2,1.0,1,1,10.0,53,1:18:15.349,4695349.0,,,,,1
6710,301,84,22,20.0,9,2.0,2,2,6.0,53,+17.050,4712399.0,,,,,1
6711,301,30,22,19.0,6,3.0,3,3,4.0,53,+24.373,4719722.0,,,,,1
6712,301,77,1,2.0,5,4.0,4,4,3.0,53,+1:25.490,4780839.0,,,,,1
6713,301,119,3,6.0,4,5.0,5,5,2.0,53,+1:33.158,4788507.0,,,,,1
6714,301,110,25,4.0,21,6.0,6,6,1.0,52,,,,,,,11
6715,301,105,29,9.0,16,7.0,7,7,0.0,52,,,,,,,11
6716,301,94,35,22.0,22,8.0,8,8,0.0,52,,,,,,,11
6717,301,79,33,30.0,23,9.0,9,9,0.0,50,,,,,,,7
6718,301,91,37,16.0,17,10.0,10,10,0.0,50,,,,,,,13
6719,301,109,35,21.0,14,11.0,11,11,0.0,47,,,,,,,5
6720,301,127,17,33.0,26,,R,12,0.0,46,,,,,,,7
6721,301,95,3,5.0,1,,R,13,0.0,41,,,,,,,10
6722,301,123,27,25.0,8,,R,14,0.0,41,,,,,,,37
6723,301,100,27,26.0,15,,R,15,0.0,35,,,,,,,20
6724,301,99,36,15.0,20,,R,16,0.0,30,,,,,,,6
6725,301,129,25,3.0,18,,R,17,0.0,26,,,,,,,5
6726,301,65,32,12.0,13,,R,18,0.0,18,,,,,,,5
6727,301,125,37,17.0,24,,R,19,0.0,17,,,,,,,5
6728,301,55,6,27.0,3,,R,20,0.0,12,,,,,,,69
6729,301,122,6,28.0,7,,R,21,0.0,12,,,,,,,10
6730,301,81,18,24.0,12,,R,22,0.0,12,,,,,,,5
6731,301,92,33,29.0,10,,R,23,0.0,11,,,,,,,5
6732,301,57,32,11.0,11,,R,24,0.0,5,,,,,,,5
6733,301,88,29,10.0,19,,R,25,0.0,2,,,,,,,22
6734,301,128,36,14.0,25,,R,26,0.0,0,,,,,,,8
6735,301,104,18,23.0,0,,F,27,0.0,0,,,,,,,81
6736,301,131,17,32.0,0,,F,28,0.0,0,,,,,,,81
6737,302,95,3,5.0,1,1.0,1,1,10.0,71,1:34:46.659,5686659.0,,,,,1
6738,302,77,1,2.0,4,2.0,2,2,6.0,71,+37.533,5724192.0,,,,,1
6739,302,102,1,1.0,3,3.0,3,3,4.0,70,,,,,,,11
6740,302,84,22,20.0,6,4.0,4,4,3.0,70,,,,,,,11
6741,302,57,32,11.0,7,5.0,5,5,2.0,70,,,,,,,11
6742,302,105,29,9.0,8,6.0,6,6,1.0,70,,,,,,,11
6743,302,30,22,19.0,5,7.0,7,7,0.0,69,,,,,,,12
6744,302,123,27,25.0,11,8.0,8,8,0.0,69,,,,,,,12
6745,302,110,25,4.0,12,9.0,9,9,0.0,69,,,,,,,12
6746,302,88,29,10.0,17,10.0,10,10,0.0,68,,,,,,,13
6747,302,125,37,17.0,23,11.0,11,11,0.0,68,,,,,,,13
6748,302,104,18,23.0,26,12.0,12,12,0.0,68,,,,,,,13
6749,302,131,17,32.0,24,13.0,13,13,0.0,68,,,,,,,13
6750,302,81,18,24.0,18,14.0,14,14,0.0,68,,,,,,,13
6751,302,109,35,21.0,19,,R,15,0.0,51,,,,,,,68
6752,302,91,37,16.0,22,,R,16,0.0,48,,,,,,,6
6753,302,100,27,26.0,14,,R,17,0.0,47,,,,,,,5
6754,302,79,33,30.0,25,,R,18,0.0,46,,,,,,,20
6755,302,119,3,6.0,2,,R,19,0.0,43,,,,,,,4
6756,302,94,35,22.0,21,,R,20,0.0,43,,,,,,,29
6757,302,122,6,28.0,16,,R,21,0.0,34,,,,,,,5
6758,302,129,25,3.0,15,,R,22,0.0,27,,,,,,,6
6759,302,92,33,29.0,13,,R,23,0.0,25,,,,,,,5
6760,302,127,17,33.0,20,,R,24,0.0,19,,,,,,,10
6761,302,55,6,27.0,10,,R,25,0.0,12,,,,,,,20
6762,302,65,32,12.0,9,,R,26,0.0,2,,,,,,,3
6763,303,119,3,6.0,2,1.0,1,1,10.0,53,1:33:09.533,5589533.0,,,,,1
6764,303,77,1,2.0,4,2.0,2,2,6.0,53,+13.729,5603262.0,,,,,1
6765,303,84,22,20.0,13,3.0,3,3,4.0,53,+1:15.503,5665036.0,,,,,1
6766,303,110,25,4.0,9,4.0,4,4,3.0,52,,,,,,,11
6767,303,55,6,27.0,15,5.0,5,5,2.0,52,,,,,,,11
6768,303,104,18,23.0,12,6.0,6,6,1.0,52,,,,,,,11
6769,303,131,17,32.0,17,7.0,7,7,0.0,52,,,,,,,11
6770,303,88,29,10.0,16,8.0,8,8,0.0,52,,,,,,,11
6771,303,109,35,21.0,22,9.0,9,9,0.0,52,,,,,,,11
6772,303,94,35,22.0,19,10.0,10,10,0.0,52,,,,,,,11
6773,303,79,33,30.0,20,11.0,11,11,0.0,52,,,,,,,11
6774,303,78,6,28.0,11,12.0,12,12,0.0,52,,,,,,,11
6775,303,125,37,17.0,26,13.0,13,13,0.0,51,,,,,,,12
6776,303,81,18,24.0,14,14.0,14,14,0.0,51,,,,,,,12
6777,303,105,29,9.0,24,15.0,15,15,0.0,51,,,,,,,12
6778,303,95,3,5.0,1,,R,16,0.0,44,,,,,,,5
6779,303,57,32,11.0,7,,R,17,0.0,44,,,,,,,5
6780,303,92,33,29.0,18,,R,18,0.0,39,,,,,,,4
6781,303,100,27,26.0,8,,R,19,0.0,36,,,,,,,5
6782,303,136,37,16.0,23,,R,20,0.0,27,,,,,,,8
6783,303,127,17,33.0,25,,R,21,0.0,22,,,,,,,20
6784,303,65,32,12.0,6,,R,22,0.0,15,,,,,,,6
6785,303,30,22,19.0,5,,R,23,0.0,13,,,,,,,6
6786,303,129,25,3.0,21,,R,24,0.0,6,,,,,,,20
6787,303,123,27,25.0,10,,R,25,0.0,3,,,,,,,6
6788,303,102,1,1.0,3,,R,26,0.0,2,,,,,,,5
6789,304,77,1,2.0,4,1.0,1,1,10.0,81,1:46:54.786,6414786.0,,,,,1
6790,304,30,22,19.0,5,2.0,2,2,6.0,81,+0.741,6415527.0,,,,,1
6791,304,84,22,20.0,8,3.0,3,3,4.0,81,+54.156,6468942.0,,,,,1
6792,304,55,6,27.0,6,4.0,4,4,3.0,80,,,,,,,11
6793,304,123,27,25.0,22,5.0,5,5,2.0,80,,,,,,,11
6794,304,131,17,32.0,15,6.0,6,6,1.0,80,,,,,,,11
6795,304,57,32,11.0,10,7.0,7,7,0.0,80,,,,,,,11
6796,304,88,29,10.0,18,8.0,8,8,0.0,79,,,,,,,12
6797,304,104,18,23.0,17,9.0,9,9,0.0,79,,,,,,,12
6798,304,81,18,24.0,16,10.0,10,10,0.0,79,,,,,,,12
6799,304,78,6,28.0,19,11.0,11,11,0.0,79,,,,,,,12
6800,304,136,37,16.0,25,12.0,12,12,0.0,78,,,,,,,13
6801,304,65,32,12.0,12,13.0,13,13,0.0,77,,,,,,,14
6802,304,109,35,21.0,24,,R,14,0.0,70,,,,,,,6
6803,304,125,37,17.0,23,,R,15,0.0,55,,,,,,,6
6804,304,92,33,29.0,21,,R,16,0.0,51,,,,,,,69
6805,304,119,3,6.0,3,,R,17,0.0,50,,,,,,,5
6806,304,79,33,30.0,26,,R,18,0.0,35,,,,,,,24
6807,304,110,25,4.0,7,,R,19,0.0,29,,,,,,,5
6808,304,95,3,5.0,1,,R,20,0.0,18,,,,,,,4
6809,304,102,1,1.0,2,,R,21,0.0,18,,,,,,,4
6810,304,127,17,33.0,20,,R,22,0.0,7,,,,,,,20
6811,304,100,27,26.0,9,,R,23,0.0,4,,,,,,,5
6812,304,105,29,9.0,11,,R,24,0.0,0,,,,,,,5
6813,304,94,35,22.0,14,,R,25,0.0,0,,,,,,,3
6814,304,129,25,3.0,13,,R,26,0.0,0,,,,,,,3
6815,305,102,1,1.0,1,1.0,1,1,10.0,81,2:00:47.828,7247828.0,,,,,1
6816,305,117,6,27.0,2,2.0,2,2,6.0,81,+16.322,7264150.0,,,,,1
6817,305,137,22,20.0,5,3.0,3,3,4.0,81,+1:17.376,7325204.0,,,,,1
6818,305,131,25,4.0,11,4.0,4,4,3.0,81,+1:25.409,7333237.0,,,,,1
6819,305,138,25,3.0,16,5.0,5,5,2.0,80,,,,,,,11
6820,305,88,33,30.0,21,6.0,6,6,1.0,79,,,,,,,12
6821,305,78,40,34.0,17,7.0,7,7,0.0,78,,,,,,,13
6822,305,99,39,17.0,22,8.0,8,8,0.0,77,,,,,,,14
6823,305,94,18,23.0,15,9.0,9,9,0.0,75,,,,,,,5
6824,305,92,17,32.0,14,10.0,10,10,0.0,75,,,,,,,5
6825,305,84,34,7.0,12,11.0,11,11,0.0,73,,,,,,,18
6826,305,55,6,28.0,6,12.0,12,12,0.0,72,,,,,,,6
6827,305,57,32,11.0,13,13.0,13,13,0.0,59,,,,,,,5
6828,305,119,3,6.0,3,,R,14,0.0,49,,,,,,,6
6829,305,90,22,19.0,8,,R,15,0.0,49,,,,,,,4
6830,305,105,29,9.0,25,,R,16,0.0,41,,,,,,,5
6831,305,122,41,16.0,18,,R,17,0.0,40,,,,,,,6
6832,305,123,27,25.0,20,,R,18,0.0,40,,,,,,,5
6833,305,77,1,2.0,7,,R,19,0.0,36,,,,,,,48
6834,305,95,3,5.0,4,,R,20,0.0,35,,,,,,,6
6835,305,127,41,15.0,23,,R,21,0.0,34,,,,,,,6
6836,305,87,34,8.0,24,,R,22,0.0,32,,,,,,,20
6837,305,139,35,21.0,9,,R,23,0.0,16,,,,,,,6
6838,305,81,18,24.0,26,,R,24,0.0,15,,,,,,,6
6839,305,109,35,22.0,10,,R,25,0.0,12,,,,,,,6
6840,305,103,33,29.0,19,,R,26,0.0,4,,,,,,,5
6841,305,133,29,10.0,0,,F,27,0.0,0,,,,,,,81
6842,305,140,39,18.0,0,,F,28,0.0,0,,,,,,,81
6843,305,100,27,26.0,0,,F,29,0.0,0,,,,,,,81
6844,305,141,32,12.0,0,,F,30,0.0,0,,,,,,,81
6845,305,110,17,33.0,0,,F,31,0.0,0,,,,,,,97
6846,305,142,42,31.0,0,,F,32,0.0,0,,,,,,,97
6847,305,129,36,14.0,0,,F,33,0.0,0,,,,,,,97
6848,305,128,40,35.0,0,,F,34,0.0,0,,,,,,,97
6849,306,102,1,1.0,1,1.0,1,1,10.0,71,1:38:28.128,5908128.0,,,,,1
6850,306,119,3,6.0,2,2.0,2,2,6.0,71,+2.991,5911119.0,,,,,1
6851,306,77,1,2.0,4,3.0,3,3,4.0,71,+5.416,5913544.0,,,,,1
6852,306,117,6,27.0,6,4.0,4,4,3.0,71,+18.369,5926497.0,,,,,1
6853,306,137,22,20.0,7,5.0,5,5,2.0,71,+21.960,5930088.0,,,,,1
6854,306,55,6,28.0,5,6.0,6,6,1.0,71,+23.641,5931769.0,,,,,1
6855,306,90,22,19.0,14,7.0,7,7,0.0,70,,,,,,,11
6856,306,81,18,24.0,21,8.0,8,8,0.0,69,,,,,,,12
6857,306,57,32,11.0,22,9.0,9,9,0.0,68,,,,,,,13
6858,306,123,27,25.0,18,10.0,10,10,0.0,68,,,,,,,13
6859,306,139,35,21.0,12,11.0,11,11,0.0,68,,,,,,,13
6860,306,84,34,7.0,26,12.0,12,12,0.0,67,,,,,,,14
6861,306,92,17,32.0,10,13.0,13,13,0.0,63,,,,,,,69
6862,306,95,3,5.0,3,,R,14,0.0,59,,,,,,,6
6863,306,100,27,26.0,23,,R,15,0.0,50,,,,,,,5
6864,306,94,18,23.0,20,,R,16,0.0,47,,,,,,,20
6865,306,87,34,8.0,25,,R,17,0.0,34,,,,,,,5
6866,306,103,33,29.0,11,,R,18,0.0,33,,,,,,,21
6867,306,109,35,22.0,19,,R,19,0.0,22,,,,,,,10
6868,306,110,17,33.0,13,,R,20,0.0,20,,,,,,,5
6869,306,131,25,4.0,9,,R,21,0.0,19,,,,,,,6
6870,306,122,41,16.0,15,,R,22,0.0,16,,,,,,,7
6871,306,138,25,3.0,16,,R,23,0.0,12,,,,,,,20
6872,306,127,41,15.0,8,,R,24,0.0,9,,,,,,,68
6873,306,99,39,17.0,24,,R,25,0.0,0,,,,,,,22
6874,306,88,33,30.0,17,,R,26,0.0,0,,,,,,,48
6875,306,133,29,10.0,0,,F,27,0.0,0,,,,,,,81
6876,306,140,39,18.0,0,,F,28,0.0,0,,,,,,,81
6877,306,105,29,9.0,0,,F,29,0.0,0,,,,,,,81
6878,306,141,32,12.0,0,,F,30,0.0,0,,,,,,,81
6879,306,129,36,14.0,0,,F,31,0.0,0,,,,,,,97
6880,306,128,40,35.0,0,,F,32,0.0,0,,,,,,,97
6881,306,78,40,34.0,0,,F,33,0.0,0,,,,,,,97
6882,306,142,42,31.0,0,,F,34,0.0,0,,,,,,,97
6883,307,102,1,1.0,1,1.0,1,1,10.0,61,1:35:14.750,5714750.0,,,,,1
6884,307,77,1,2.0,5,2.0,2,2,6.0,61,+1.675,5716425.0,,,,,1
6885,307,109,35,22.0,16,3.0,3,3,4.0,60,,,,,,,11
6886,307,94,18,23.0,9,4.0,4,4,3.0,59,,,,,,,12
6887,307,57,32,11.0,25,5.0,5,5,2.0,58,,,,,,,13
6888,307,141,32,12.0,26,6.0,6,6,1.0,58,,,,,,,13
6889,307,123,27,25.0,24,7.0,7,7,0.0,58,,,,,,,13
6890,307,87,34,8.0,23,8.0,8,8,0.0,58,,,,,,,13
6891,307,128,40,35.0,21,9.0,9,9,0.0,57,,,,,,,60
6892,307,100,27,26.0,19,10.0,10,10,0.0,57,,,,,,,14
6893,307,84,34,7.0,18,11.0,11,11,0.0,57,,,,,,,14
6894,307,127,41,15.0,15,12.0,12,12,0.0,55,,,,,,,5
6895,307,90,22,19.0,13,13.0,13,13,0.0,54,,,,,,,5
6896,307,131,25,4.0,6,,R,14,0.0,41,,,,,,,7
6897,307,110,17,33.0,11,,R,15,0.0,37,,,,,,,6
6898,307,92,17,32.0,13,,R,16,0.0,37,,,,,,,22
6899,307,122,41,16.0,22,,R,17,0.0,24,,,,,,,20
6900,307,103,26,29.0,17,,R,18,0.0,17,,,,,,,5
6901,307,119,3,6.0,2,,R,19,0.0,17,,,,,,,10
6902,307,138,25,3.0,10,,R,20,0.0,15,,,,,,,7
6903,307,81,18,24.0,8,,R,21,0.0,10,,,,,,,6
6904,307,55,6,28.0,7,,R,22,0.0,2,,,,,,,20
6905,307,88,26,30.0,20,,R,23,0.0,2,,,,,,,20
6906,307,137,22,20.0,14,,R,24,0.0,1,,,,,,,20
6907,307,95,3,5.0,4,,R,25,0.0,0,,,,,,,4
6908,307,117,6,27.0,3,,W,26,0.0,0,,,,,,,20
6909,307,99,39,17.0,0,,F,27,0.0,0,,,,,,,81
6910,307,120,39,18.0,0,,F,28,0.0,0,,,,,,,81
6911,307,133,29,10.0,0,,F,29,0.0,0,,,,,,,81
6912,307,105,29,9.0,0,,F,30,0.0,0,,,,,,,81
6913,307,139,35,21.0,0,,F,31,0.0,0,,,,,,,97
6914,307,129,36,14.0,0,,F,32,0.0,0,,,,,,,97
6915,307,78,40,34.0,0,,F,33,0.0,0,,,,,,,97
6916,307,142,42,31.0,0,,F,34,0.0,0,,,,,,,97
6917,308,102,1,1.0,1,1.0,1,1,10.0,78,1:53:02.334,6782334.0,,,,,1
6918,308,95,3,5.0,5,2.0,2,2,6.0,78,+18.348,6800682.0,,,,,1
6919,308,55,6,28.0,9,3.0,3,3,4.0,78,+47.455,6829789.0,,,,,1
6920,308,90,22,19.0,8,4.0,4,4,3.0,77,,,,,,,11
6921,308,117,6,27.0,7,5.0,5,5,2.0,77,,,,,,,11
6922,308,139,35,21.0,12,6.0,6,6,1.0,77,,,,,,,11
6923,308,123,27,25.0,16,7.0,7,7,0.0,76,,,,,,,12
6924,308,92,17,32.0,23,8.0,8,8,0.0,76,,,,,,,12
6925,308,103,26,29.0,13,9.0,9,9,0.0,76,,,,,,,12
6926,308,100,27,26.0,26,10.0,10,10,0.0,76,,,,,,,12
6927,308,109,35,22.0,21,11.0,11,11,0.0,75,,,,,,,13
6928,308,94,18,23.0,14,12.0,12,12,0.0,72,,,,,,,16
6929,308,57,32,11.0,25,,R,13,0.0,64,,,,,,,44
6930,308,81,18,24.0,17,,R,14,0.0,49,,,,,,,6
6931,308,127,41,15.0,15,,R,15,0.0,43,,,,,,,37
6932,308,131,25,4.0,2,,R,16,0.0,42,,,,,,,5
6933,308,119,3,6.0,3,,R,17,0.0,42,,,,,,,20
6934,308,87,34,8.0,19,,R,18,0.0,41,,,,,,,20
6935,308,105,29,9.0,22,,R,19,0.0,39,,,,,,,5
6936,308,138,25,3.0,11,,R,20,0.0,35,,,,,,,20
6937,308,88,26,30.0,20,,R,21,0.0,24,,,,,,,5
6938,308,110,17,33.0,10,,R,22,0.0,21,,,,,,,37
