qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
2888,140,18,4,15,10,1:33.429,\N,\N
2889,140,15,4,14,11,1:33.547,\N,\N
2890,140,2,15,7,12,1:33.553,\N,\N
2891,140,63,7,24,13,1:33.742,\N,\N
2892,140,56,19,16,14,1:33.915,\N,\N
2893,140,13,15,8,15,1:33.979,\N,\N
2894,140,44,16,12,16,1:34.192,\N,\N
2895,140,37,19,17,17,1:34.227,\N,\N
2896,140,66,7,25,18,1:35.191,\N,\N
2897,140,17,18,23,19,1:35.958,\N,\N
2898,140,62,18,22,20,1:36.267,\N,\N
2899,141,30,6,1,1,1:26.892,/N,/N
2900,141,22,6,2,2,1:27.263,/N,/N
2901,141,57,1,3,3,1:27.461,/N,/N
2902,141,49,17,11,4,1:27.658,/N,/N
2903,141,23,3,5,5,1:27.719,/N,/N
2904,141,14,1,4,6,1:28.010,/N,/N
2905,141,15,17,12,7,1:28.377,/N,/N
2906,141,35,16,10,8,1:28.435,/N,/N
2907,141,44,16,9,9,1:28.518,/N,/N
2908,141,2,15,16,10,1:28.615,/N,/N
2909,141,31,3,6,11,1:28.738,/N,/N
2910,141,56,19,18,12,1:28.965,/N,/N
2911,141,8,15,17,13,1:28.993,/N,/N
2912,141,55,20,22,14,1:29.893,/N,/N
2913,141,50,21,14,15,1:29.934,/N,/N
2914,141,18,22,8,16,1:30.035,/N,/N
2915,141,21,22,7,17,1:30.209,/N,/N
2916,141,59,21,15,18,1:30.520,/N,/N
2917,141,4,18,21,19,1:30.657,/N,/N
2918,141,60,20,23,20,1:30.798,/N,/N
2919,141,54,19,19,21,1:30.978,/N,/N
2920,141,58,18,20,22,1:33.228,/N,/N
2921,142,30,6,1,1,1:35.220,/N,/N
2922,142,22,6,2,2,1:35.319,/N,/N
2923,142,23,3,5,3,1:35.511,/N,/N
2924,142,57,1,3,4,1:36.040,/N,/N
2925,142,15,17,12,5,1:36.180,/N,/N
2926,142,31,3,6,6,1:36.218,/N,/N
2927,142,35,16,10,7,1:36.397,/N,/N
2928,142,14,1,4,8,1:36.417,/N,/N
2929,142,49,17,11,9,1:36.578,/N,/N
2930,142,44,16,9,10,1:36.681,/N,/N
2931,142,2,15,16,11,1:36.913,/N,/N
2932,142,56,19,18,12,1:37.140,/N,/N
2933,142,55,20,22,13,1:37.406,/N,/N
2934,142,8,15,17,14,1:37.728,/N,/N
2935,142,54,19,19,15,1:38.035,/N,/N
2936,142,21,22,7,16,1:38.086,/N,/N
2937,142,18,22,8,17,1:38.258,/N,/N
2938,142,50,21,14,18,1:38.509,/N,/N
2939,142,60,20,23,19,1:39.006,/N,/N
2940,142,58,18,20,20,1:39.714,/N,/N
2941,142,4,18,21,21,1:40.249,/N,/N
2942,142,59,21,15,22,No time,/N,/N
2943,143,30,6,1,1,1:13.780,/N,/N
2944,143,23,3,5,2,1:14.090,/N,/N
2945,143,57,1,3,3,1:14.122,/N,/N
2946,143,31,3,6,4,1:14.165,/N,/N
2947,143,14,1,4,5,1:14.178,/N,/N
2948,143,22,6,2,6,1:14.191,/N,/N
2949,143,15,17,12,7,1:14.630,/N,/N
2950,143,49,17,11,8,1:14.633,/N,/N
2951,143,2,15,16,9,1:14.810,/N,/N
2952,143,8,15,17,10,1:14.924,/N,/N
2953,143,44,16,9,11,1:15.046,/N,/N
2954,143,35,16,10,12,1:15.180,/N,/N
2955,143,56,19,18,13,1:15.192,/N,/N
2956,143,54,19,19,14,1:15.371,/N,/N
2957,143,55,20,22,15,1:15.437,/N,/N
2958,143,59,21,15,16,1:15.657,/N,/N
2959,143,50,21,14,17,1:15.704,/N,/N
2960,143,21,22,7,18,1:16.175,/N,/N
2961,143,4,18,21,19,1:16.184,/N,/N
2962,143,18,22,8,20,1:16.229,/N,/N
2963,143,60,20,23,21,1:16.520,/N,/N
2964,143,58,18,20,22,1:16.784,/N,/N
2965,144,14,1,4,1,1:23.054,/N,/N
2966,144,57,1,3,2,1:23.282,/N,/N
2967,144,23,3,5,3,1:23.357,/N,/N
2968,144,30,6,1,4,1:23.593,/N,/N
2969,144,15,17,12,5,1:23.658,/N,/N
2970,144,22,6,2,6,1:23.786,/N,/N
2971,144,31,3,6,7,1:24.141,/N,/N
2972,144,44,16,9,8,1:24.213,/N,/N
2973,144,49,17,11,9,1:24.436,/N,/N
2974,144,8,15,17,10,1:24.671,/N,/N
2975,144,35,16,10,11,1:24.769,/N,/N
2976,144,2,15,16,12,1:25.007,/N,/N
2977,144,56,19,18,13,1:25.392,/N,/N
2978,144,55,20,22,14,1:25.411,/N,/N
2979,144,54,19,19,15,1:25.572,/N,/N
2980,144,59,21,15,16,1:25.872,/N,/N
2981,144,50,21,14,17,1:26.062,/N,/N
2982,144,4,18,21,18,1:26.855,/N,/N
2983,144,21,22,7,19,1:26.902,/N,/N
2984,144,60,20,23,20,1:27.750,/N,/N
2985,144,18,22,8,21,1:27.758,/N,/N
2986,144,58,18,20,22,1:28.281,/N,/N
2987,145,30,6,1,1,1:18.201,/N,/N
2988,145,57,1,3,2,1:18.286,/N,/N
2989,145,14,1,4,3,1:18.635,/N,/N
2990,145,22,6,2,4,1:18.674,/N,/N
2991,145,23,3,5,5,1:19.016,/N,/N
2992,145,15,17,12,6,1:19.093,/N,/N
2993,145,35,16,10,7,1:19.122,/N,/N
2994,145,49,17,11,8,1:19.150,/N,/N
2995,145,8,15,17,9,1:19.229,/N,/N
2996,145,2,15,16,10,1:19.232,/N,/N
2997,145,44,16,9,11,1:19.479,/N,/N
2998,145,31,3,6,12,1:19.660,/N,/N
2999,145,56,19,18,13,1:20.326,/N,/N
3000,145,54,20,23,14,1:20.585,/N,/N
3001,145,55,20,22,15,1:20.601,/N,/N
3002,145,59,21,15,16,1:20.696,/N,/N
3003,145,50,21,14,17,1:20.737,/N,/N
3004,145,4,18,21,18,1:21.037,/N,/N
3005,145,21,22,7,19,1:21.065,/N,/N
3006,145,37,19,19,20,1:21.338,/N,/N
3007,145,18,22,8,21,1:21.916,/N,/N
3008,145,58,18,20,22,1:22.522,/N,/N
3009,146,30,6,1,1,1:09.562,/N,/N
3010,146,31,3,6,2,1:09.686,/N,/N
3011,146,23,3,5,3,1:09.769,/N,/N
3012,146,22,6,2,4,1:09.786,/N,/N
3013,146,15,17,12,5,1:10.202,/N,/N
3014,146,2,15,16,6,1:10.211,/N,/N
3015,146,14,1,4,7,1:10.331,/N,/N
3016,146,57,1,3,8,1:10.342,/N,/N
3017,146,8,15,17,9,1:10.396,/N,/N
3018,146,44,16,9,10,1:10.435,/N,/N
3019,146,49,17,11,11,1:10.923,/N,/N
3020,146,35,16,10,12,1:11.058,/N,/N
3021,146,56,19,18,13,1:11.632,/N,/N
3022,146,37,19,19,14,1:11.752,/N,/N
3023,146,59,21,15,15,1:11.823,/N,/N
3024,146,50,21,14,16,1:12.187,/N,/N
3025,146,54,20,23,17,1:12.206,/N,/N
3026,146,4,18,21,18,1:12.640,/N,/N
3027,146,21,22,7,19,1:12.644,/N,/N
3028,146,55,20,22,20,1:12.910,/N,/N
3029,146,18,22,8,21,1:13.459,/N,/N
3030,146,58,18,20,22,1:13.585,/N,/N
3031,147,14,1,4,1,1:17.430,/N,/N
3032,147,30,6,1,2,1:17.631,/N,/N
3033,147,57,1,3,3,1:17.749,/N,/N
3034,147,22,6,2,4,1:17.856,/N,/N
3035,147,23,3,5,5,1:18.029,/N,/N
3036,147,56,19,18,6,1:18.432,/N,/N
3037,147,31,3,6,7,1:18.751,/N,/N
3038,147,15,17,12,8,1:18.921,/N,/N
3039,147,35,16,10,9,1:19.086,/N,/N
3040,147,21,22,7,10,1:19.220,/N,/N
3041,147,55,20,22,11,1:19.245,/N,/N
3042,147,44,16,9,12,1:19.294,/N,/N
3043,147,49,17,11,13,1:19.316,/N,/N
3044,147,37,19,19,14,1:20.033,/N,/N
3045,147,8,15,17,15,1:20.081,/N,/N
3046,147,2,15,16,16,1:20.261,/N,/N
3047,147,18,22,8,17,1:20.342,/N,/N
3048,147,4,18,21,18,1:20.788,/N,/N
3049,147,50,21,14,19,1:20.823,/N,/N
3050,147,59,21,15,20,1:21.336,/N,/N
3051,147,54,20,23,21,1:21.771,/N,/N
3052,147,58,18,20,22,1:22.201,/N,/N
3053,148,4,18,21,0,1:19.454,/N,/N
3054,148,30,6,1,1,1:15.782,/N,/N
3055,148,23,3,5,2,1:16.297,/N,/N
3056,148,14,1,4,3,1:16.423,/N,/N
3057,148,15,17,12,4,1:16.459,/N,/N
3058,148,22,6,2,5,1:16.760,/N,/N
3059,148,44,16,9,6,1:16.771,/N,/N
3060,148,8,15,17,7,1:16.875,/N,/N
3061,148,57,1,3,8,1:16.979,/N,/N
3062,148,35,16,10,9,1:17.035,/N,/N
3063,148,31,3,6,10,1:17.123,/N,/N
3064,148,2,15,16,11,1:17.165,/N,/N
3065,148,41,17,11,12,1:17.328,/N,/N
3066,148,50,21,14,13,1:17.903,/N,/N
3067,148,37,19,19,14,1:18.015,/N,/N
3068,148,56,19,18,15,1:18.016,/N,/N
3069,148,55,20,22,16,1:18.178,/N,/N
3070,148,59,21,15,17,1:18.575,/N,/N
3071,148,21,22,7,18,1:18.622,/N,/N
3072,148,54,20,23,19,1:18.753,/N,/N
3073,148,18,22,8,20,1:19.033,/N,/N
3074,148,58,18,20,22,1:20.690,/N,/N
3075,149,30,6,1,1,1:14.960,/N,/N
3076,149,23,3,5,2,1:15.226,/N,/N
3077,149,31,3,6,3,1:15.490,/N,/N
3078,149,22,6,2,4,1:15.622,/N,/N
3079,149,14,1,4,5,1:15.717,/N,/N
3080,149,57,1,3,6,1:15.776,/N,/N
3081,149,15,17,12,7,1:16.138,/N,/N
3082,149,49,17,11,8,1:16.376,/N,/N
3083,149,8,15,17,9,1:16.402,/N,/N
3084,149,2,15,16,10,1:16.438,/N,/N
3085,149,35,16,10,11,1:16.439,/N,/N
3086,149,56,19,18,12,1:16.588,/N,/N
3087,149,44,16,9,13,1:16.872,/N,/N
3088,149,55,20,22,14,1:17.251,/N,/N
3089,149,21,22,7,15,1:17.378,/N,/N
3090,149,37,19,19,16,1:17.627,/N,/N
3091,149,54,20,23,17,1:18.113,/N,/N
3092,149,59,21,15,18,1:18.151,/N,/N
3093,149,50,21,14,19,1:18.262,/N,/N
3094,149,18,22,8,20,1:18.626,/N,/N
3095,149,4,18,21,21,1:18.630,/N,/N
3096,149,58,18,20,22,1:18.689,/N,/N
3097,150,23,3,5,1,1:12.989,/N,/N
3098,150,30,6,1,2,1:12.999,/N,/N
3099,150,14,1,4,3,1:13.186,/N,/N
3100,150,57,1,3,4,1:13.268,/N,/N
3101,150,15,17,12,5,1:13.310,/N,/N
3102,150,31,3,6,6,1:13.625,/N,/N
3103,150,49,17,11,7,1:13.815,/N,/N
3104,150,22,6,2,8,1:13.867,/N,/N
3105,150,2,15,16,9,1:14.095,/N,/N
3106,150,35,16,10,10,1:14.096,/N,/N
3107,150,44,16,9,11,1:14.181,/N,/N
3108,150,56,19,18,12,1:14.441,/N,/N
3109,150,8,15,17,13,1:14.536,/N,/N
3110,150,37,19,19,14,1:15.020,/N,/N
3111,150,54,20,23,15,1:15.072,/N,/N
3112,150,21,22,7,16,1:15.220,/N,/N
3113,150,18,22,8,17,1:15.420,/N,/N
3114,150,50,21,14,18,1:15.707,/N,/N
3115,150,55,20,22,19,1:15.774,/N,/N
3116,150,59,21,15,20,1:15.828,/N,/N
3117,150,4,18,21,21,1:16.039,/N,/N
3118,150,58,18,20,22,1:16.500,/N,/N
3119,151,30,6,1,1,1:20.477,/N,/N
3120,151,57,1,3,2,1:20.529,/N,/N
3121,151,14,1,4,3,1:20.927,/N,/N
3122,151,15,17,12,4,1:20.930,/N,/N
3123,151,49,17,11,5,1:21.217,/N,/N
3124,151,22,6,2,6,1:21.715,/N,/N
3125,151,8,15,17,7,1:22.023,/N,/N
3126,151,31,3,6,8,1:22.219,/N,/N
3127,151,2,15,16,9,1:22.223,/N,/N
3128,151,23,3,5,10,1:22.283,/N,/N
3129,151,44,16,9,11,1:22.316,/N,/N
3130,151,35,16,10,12,1:22.916,/N,/N
3131,151,37,19,19,13,1:23.273,/N,/N
3132,151,55,20,22,14,1:23.392,/N,/N
3133,151,56,19,18,15,1:23.439,/N,/N
3134,151,54,20,23,16,1:23.735,/N,/N
3135,151,50,21,14,17,1:24.067,/N,/N
3136,151,18,22,8,18,1:24.123,/N,/N
3137,151,21,22,7,19,1:24.275,/N,/N
3138,151,59,21,15,20,1:24.606,/N,/N
3139,151,4,18,21,21,1:24.792,/N,/N
3140,151,58,18,20,22,1:26.506,/N,/N
3141,152,31,3,6,1,1:38.117,/N,/N
3142,152,23,3,5,2,1:38.136,/N,/N
3143,152,57,1,3,3,1:38.811,/N,/N
3144,152,30,6,1,4,1:38.941,/N,/N
3145,152,14,1,4,5,1:39.574,/N,/N
3146,152,22,6,2,6,1:39.682,/N,/N
3147,152,2,15,16,7,1:39.921,/N,/N
3148,152,8,15,17,8,1:40.072,/N,/N
3149,152,37,19,19,9,1:40.265,/N,/N
3150,152,15,17,12,10,1:40.322,/N,/N
3151,152,56,19,18,11,1:40.371,/N,/N
3152,152,35,16,10,12,1:40.437,/N,/N
3153,152,44,16,9,13,1:40.610,/N,/N
3154,152,55,20,22,14,1:40.740,/N,/N
3155,152,41,17,11,15,1:41.174,/N,/N
3156,152,54,20,23,16,1:41.213,/N,/N
3157,152,21,22,7,17,1:41.299,/N,/N
3158,152,18,22,8,18,1:41.438,/N,/N
3159,152,59,21,15,19,1:41.668,/N,/N
3160,152,50,21,14,20,1:41.870,/N,/N
3161,152,4,18,21,21,1:41.913,/N,/N
3162,152,58,18,20,22,1:42.716,/N,/N
3163,153,30,6,1,1,1:14.059,/N,/N
3164,153,14,1,4,2,1:14.860,/N,/N
3165,153,22,6,2,3,1:14.953,/N,/N
3166,153,23,3,5,4,1:15.095,/N,/N
3167,153,15,17,11,5,1:15.394,/N,/N
3168,153,57,1,3,6,1:15.411,/N,/N
3169,153,2,15,16,7,1:15.739,/N,/N
3170,153,31,3,6,8,1:15.881,/N,/N
3171,153,8,15,17,9,1:15.906,/N,/N
3172,153,35,16,10,10,1:16.212,/N,/N
3173,153,44,16,9,11,1:16.382,/N,/N
3174,153,55,17,12,12,1:16.471,/N,/N
3175,153,37,19,19,13,1:16.543,/N,/N
3176,153,56,19,18,14,1:16.607,/N,/N
3177,153,21,22,7,15,1:16.632,/N,/N
3178,153,49,20,22,16,1:17.196,/N,/N
3179,153,18,22,8,17,1:17.535,/N,/N
3180,153,4,18,21,18,1:17.624,/N,/N
3181,153,54,20,23,19,1:18.238,/N,/N
3182,153,59,21,15,20,1:18.258,/N,/N
3183,153,50,21,14,21,1:18.389,/N,/N
3184,153,58,18,20,22,1:19.139,/N,/N
3185,154,31,3,6,1,1:52.072,/N,/N
3186,154,23,3,5,2,1:52.959,/N,/N
3187,154,30,6,1,3,1:54.685,/N,/N
3188,154,49,20,22,4,1:55.233,/N,/N
3189,154,22,6,2,5,1:56.116,/N,/N
3190,154,35,16,10,6,1:57.038,/N,/N
3191,154,57,1,3,7,1:57.043,/N,/N
3192,154,21,22,7,8,1:57.668,/N,/N
3193,154,14,1,4,9,1:58.008,/N,/N
3194,154,37,19,19,10,1:58.519,/N,/N
3195,154,44,16,9,11,1:58.838,/N,/N
3196,154,8,15,17,12,1:59.050,/N,/N
3197,154,55,17,12,13,1:59.128,/N,/N
3198,154,2,15,16,14,1:59.302,/N,/N
3199,154,18,22,8,15,1:59.587,/N,/N
3200,154,15,17,11,16,1:59.647,/N,/N
3201,154,56,19,18,17,1:59.689,/N,/N
3202,154,54,20,23,18,1:59.900,/N,/N
3203,154,50,21,14,19,2:02.039,/N,/N
3204,154,4,18,21,20,2:02.594,/N,/N
3205,154,59,21,15,21,2:03.048,/N,/N
3206,154,58,18,20,22,2:04.204,/N,/N
3207,155,31,3,6,1,1:22.216,/N,/N
3208,155,22,6,2,2,1:22.528,/N,/N
3209,155,30,6,1,3,1:22.624,/N,/N
3210,155,23,3,5,4,1:22.841,/N,/N
3211,155,15,17,11,5,1:23.126,/N,/N
3212,155,14,1,4,6,1:23.148,/N,/N
3213,155,57,1,3,7,1:23.394,/N,/N
3214,155,2,15,16,8,1:23.417,/N,/N
3215,155,8,15,17,9,1:23.595,/N,/N
3216,155,37,19,19,10,1:23.693,/N,/N
3217,155,18,22,8,11,1:23.892,/N,/N
3218,155,49,20,22,12,1:23.943,/N,/N
3219,155,56,19,18,13,1:24.031,/N,/N
3220,155,21,22,7,14,1:24.090,/N,/N
3221,155,35,16,10,15,1:24.164,/N,/N
3222,155,55,17,12,16,1:24.198,/N,/N
3223,155,44,16,9,17,1:24.677,/N,/N
3224,155,59,21,15,18,1:25.444,/N,/N
3225,155,50,21,14,19,1:25.511,/N,/N
3226,155,61,20,23,20,1:26.039,/N,/N
3227,155,4,18,21,21,1:26.218,/N,/N
3228,155,62,18,20,22,1:27.463,/N,/N
3229,156,30,6,1,1,1:11.708,\N,\N
3230,156,23,3,5,2,1:11.986,\N,\N
3231,156,31,3,6,3,1:12.252,\N,\N
3232,156,57,1,3,4,1:12.309,\N,\N
3233,156,22,6,2,5,1:12.327,\N,\N
3234,156,2,15,16,6,1:12.434,\N,\N
3235,156,14,1,4,7,1:12.500,\N,\N
3236,156,15,17,11,8,1:12.605,\N,\N
3237,156,55,17,12,9,1:12.607,\N,\N
3238,156,18,22,8,10,1:12.805,\N,\N
3239,156,8,15,17,11,1:12.881,\N,\N
3240,156,21,22,7,12,1:12.942,\N,\N
3241,156,44,16,9,13,1:13.122,\N,\N
3242,156,56,19,18,14,1:13.189,\N,\N
3243,156,49,20,22,15,1:13.281,\N,\N
3244,156,37,19,19,16,1:13.679,\N,\N
3245,156,4,18,21,17,1:13.991,\N,\N
3246,156,35,16,10,18,1:14.012,\N,\N
3247,156,59,21,15,19,1:14.129,\N,\N
3248,156,50,21,14,20,1:14.138,\N,\N
3249,156,61,20,23,21,1:14.185,\N,\N
3250,156,62,18,20,22,1:15.247,\N,\N
3251,157,30,6,1,1,1:32.484,/N,/N
3252,157,31,3,6,2,1:33.184,/N,/N
3253,157,23,3,5,3,1:33.297,/N,/N
3254,157,22,6,2,4,1:33.323,/N,/N
3255,157,57,1,3,5,1:33.662,/N,/N
3256,157,21,22,7,6,1:33.830,/N,/N
3257,157,14,1,4,7,1:33.916,/N,/N
3258,157,15,17,11,8,1:34.002,/N,/N
3259,157,18,22,8,9,1:34.375,/N,/N
3260,157,2,15,16,10,1:34.386,/N,/N
3261,157,55,17,12,11,1:34.420,/N,/N
3262,157,8,15,17,12,1:34.581,/N,/N
3263,157,56,19,18,13,1:34.851,/N,/N
3264,157,35,16,10,14,1:35.109,/N,/N
3265,157,49,20,22,15,1:35.132,/N,/N
3266,157,37,19,19,16,1:35.639,/N,/N
3267,157,44,16,9,17,1:35.766,/N,/N
3268,157,4,18,21,18,1:36.410,/N,/N
3269,157,61,20,23,19,1:36.446,/N,/N
3270,157,59,21,15,20,1:36.885,/N,/N
3271,157,50,21,14,21,1:36.973,/N,/N
3272,157,62,18,20,22,1:38.246,/N,/N
3273,158,57,1,1,1,1:30.556,\N,\N
3274,158,14,1,2,2,1:30.910,\N,\N
3275,158,30,6,3,3,1:31.075,\N,\N
3276,158,22,6,4,4,1:31.102,\N,\N
3277,158,49,17,5,5,1:31.359,\N,\N
3278,158,15,17,6,6,1:31.504,\N,\N
3279,158,56,19,7,7,1:31.514,\N,\N
3280,158,35,16,22,8,1:31.968,\N,\N
3281,158,21,22,11,9,1:31.992,\N,\N
3282,158,63,15,17,10,1:32.018,\N,\N
3283,158,23,3,9,11,1:32.220,\N,\N
3284,158,37,21,18,12,1:32.323,\N,\N
3285,158,50,21,19,13,1:32.477,\N,\N
3286,158,25,22,12,14,1:32.775,\N,\N
3287,158,2,20,15,15,1:33.024,\N,\N
3288,158,41,16,23,16,1:33.117,\N,\N
3289,158,55,20,14,17,1:33.197,\N,\N
3290,158,48,18,20,18,1:33.261,\N,\N
3291,158,64,15,16,19,1:33.378,\N,\N
3292,158,65,19,8,20,1:33.638,\N,\N
3293,158,18,3,10,21,1:33.828,\N,\N
3294,158,60,18,21,22,1:34.705,\N,\N
3295,159,57,1,1,1,1:14.111,,
3296,159,14,1,2,2,1:14.285,,
3297,159,30,6,3,3,1:14.508,,
3298,159,22,6,4,4,1:14.636,,
3299,159,21,22,11,5,1:15.375,,
3300,159,56,19,7,6,1:15.425,,
3301,159,49,17,5,7,1:15.455,,
3302,159,41,16,23,8,1:15.484,,
3303,159,18,3,10,9,1:15.490,,
3304,159,35,16,22,10,1:15.515,,
3305,159,23,3,9,11,1:15.561,,
3306,159,15,17,6,12,1:15.627,,
3307,159,25,22,12,13,1:15.664,,
3308,159,50,21,19,14,1:15.704,,
3309,159,55,20,14,15,1:15.715,,
3310,159,37,21,18,16,1:16.002,,
3311,159,65,19,8,17,1:16.250,,
3312,159,48,18,20,18,1:16.380,,
3313,159,2,20,15,19,1:17.112,,
3314,159,64,15,16,20,1:17.178,,
3315,159,60,18,21,21,1:17.512,,
3316,159,63,15,17,22,1:18.703,,
3317,160,57,1,1,1,1:24.714,\N,\N
3318,160,30,6,3,2,1:24.805,\N,\N
3319,160,14,1,2,3,1:25.014,\N,\N
3320,160,22,6,4,4,1:25.242,\N,\N
3321,160,23,3,9,5,1:25.871,\N,\N
3322,160,49,17,5,6,1:25.892,\N,\N
3323,160,56,19,7,7,1:25.929,\N,\N
3324,160,15,17,6,8,1:26.002,\N,\N
3325,160,35,16,22,9,1:26.124,\N,\N
3326,160,64,15,16,10,1:26.238,\N,\N
3327,160,25,22,12,11,1:26.281,\N,\N
3328,160,63,15,17,12,1:26.336,\N,\N
3329,160,37,21,18,13,1:26.349,\N,\N
3330,160,41,16,23,14,1:26.814,\N,\N
3331,160,55,20,14,15,1:26.824,\N,\N
3332,160,50,21,19,16,1:26.845,\N,\N
3333,160,65,19,8,17,1:27.051,\N,\N
3334,160,18,3,10,18,1:27.135,\N,\N
3335,160,21,22,11,19,1:27.253,\N,\N
3336,160,60,18,21,20,1:28.161,\N,\N
3337,160,48,18,20,21,1:28.333,\N,\N
3338,160,2,20,15,22,1:28.361,\N,\N
3339,161,22,6,4,1,1:25.703,\N,\N
3340,161,49,17,5,2,1:25.706,\N,\N
3341,161,57,1,1,3,1:25.741,\N,\N
3342,161,14,1,2,4,1:26.088,\N,\N
3343,161,30,6,3,5,1:26.161,\N,\N
3344,161,18,3,10,6,1:26.733,\N,\N
3345,161,23,3,9,7,1:26.786,\N,\N
3346,161,50,21,19,8,1:26.793,\N,\N
3347,161,56,19,7,9,1:26.818,\N,\N
3348,161,35,16,22,10,1:27.025,\N,\N
3349,161,15,17,6,11,1:27.164,\N,\N
3350,161,21,22,11,12,1:27.253,\N,\N
3351,161,64,15,16,13,1:27.301,\N,\N
3352,161,65,19,8,14,1:27.461,\N,\N
3353,161,55,20,14,15,1:27.559,\N,\N
3354,161,41,16,23,16,1:27.772,\N,\N
3355,161,2,20,15,17,1:27.806,\N,\N
3356,161,63,15,17,18,1:28.110,\N,\N
3357,161,37,21,18,19,1:28.135,\N,\N
3358,161,25,22,12,20,1:28.205,\N,\N
3359,161,48,18,20,21,1:28.253,\N,\N
3360,161,60,18,21,22,1:29.174,\N,\N
3361,162,30,6,3,1,1:20.974,,
3362,162,57,1,1,2,1:21.052,,
3363,162,22,6,4,3,1:21.416,,
3364,162,14,1,2,4,1:21.422,,
3365,162,23,3,9,5,1:21.605,,
3366,162,35,16,22,6,1:21.963,,
3367,162,15,17,6,7,1:22.006,,
3368,162,49,17,5,8,1:22.135,,
3369,162,37,21,18,9,1:22.185,,
3370,162,56,19,7,10,1:22.370,,
3371,162,18,3,10,11,1:22.385,,
3372,162,50,21,19,12,1:22.421,,
3373,162,63,15,17,13,1:22.443,,
3374,162,21,22,11,14,1:22.569,,
3375,162,65,19,8,15,1:22.781,,
3376,162,64,15,16,16,1:22.841,,
3377,162,41,16,23,17,1:22.882,,
3378,162,55,20,14,18,1:22.894,,
3379,162,25,22,12,19,1:23.010,,
3380,162,2,20,15,20,1:23.033,,
3381,162,48,18,20,21,1:23.486,,
3382,162,60,18,21,22,1:24.257,,
3383,163,14,1,2,1,1:17.529,,
3384,163,30,6,3,2,1:17.667,,
3385,163,57,1,1,3,1:17.785,,
3386,163,22,6,4,4,1:18.227,,
3387,163,23,3,9,5,1:18.515,,
3388,163,15,17,6,6,1:18.612,,
3389,163,21,22,11,7,1:18.697,,
3390,163,56,19,7,8,1:18.703,,
3391,163,35,16,22,9,1:18.742,,
3392,163,49,17,5,10,1:18.830,,
3393,163,18,3,10,11,1:18.887,,
3394,163,37,21,18,12,1:19.024,,
3395,163,50,21,19,13,1:19.190,,
3396,163,2,20,15,13,1:19.147,,
3397,163,25,22,12,14,1:19.378,,
3398,163,64,15,16,15,1:19.422,,
3399,163,65,19,8,16,1:19.638,,
3400,163,55,20,14,17,1:19.651,,
3401,163,41,16,23,18,1:19.766,,
3402,163,63,15,17,19,1:19.814,,
3403,163,48,18,20,20,1:20.162,,
3404,163,60,18,21,21,1:21.015,,
3405,164,30,6,3,1,1:19.475,,
3406,164,15,17,6,2,1:19.746,,
3407,164,14,1,2,3,1:19.888,,
3408,164,49,17,5,4,1:19.961,,
3409,164,57,1,1,5,1:20.241,,
3410,164,22,6,4,6,1:20.416,,
3411,164,55,20,14,7,1:20.494,,
3412,164,21,22,11,8,1:20.703,,
3413,164,23,3,9,9,1:20.742,,
3414,164,56,19,7,10,1:20.743,,
3415,164,65,19,8,11,1:20.792,,
3416,164,25,22,12,12,1:20.871,,
3417,164,63,15,17,13,1:21.561,,
3418,164,18,3,10,14,1:21.605,,
3419,164,50,21,19,15,1:21.738,,
3420,164,37,21,18,16,1:21.832,,
3421,164,35,16,22,17,1:21.848,,
3422,164,2,20,15,18,1:22.017,,
3423,164,64,15,16,19,1:22.136,,
3424,164,41,16,23,20,1:22.324,,
3425,164,48,18,20,21,1:23.721,,
3426,164,60,18,21,22,1:23.794,,
3427,165,30,6,3,1,1:18.439,,
3428,165,14,1,2,2,1:18.537,,
3429,165,22,6,4,3,1:18.801,,
3430,165,57,1,1,4,1:18.985,,
3431,165,49,17,5,5,1:19.483,,
3432,165,35,16,22,6,1:19.544,,
3433,165,15,17,6,7,1:19.581,,
3434,165,41,16,23,8,1:19.742,,
3435,165,37,21,18,9,1:19.912,,
3436,165,21,22,11,10,1:19.932,,
3437,165,65,19,8,11,1:19.954,,
3438,165,23,3,9,12,1:20.073,,
3439,165,50,21,19,13,1:20.107,,
3440,165,25,22,12,14,1:20.113,,
3441,165,63,15,17,15,1:20.445,,
3442,165,56,19,7,16,1:20.500,,
3443,165,55,20,14,17,1:20.512,,
3444,165,18,3,10,18,1:20.534,,
3445,165,64,15,16,19,1:20.692,,
3446,165,48,18,20,20,1:21.058,,
3447,165,2,20,15,21,1:21.680,,
3448,165,60,18,21,22,1:22.091,,
3449,166,30,6,3,1,1:15.632,,
3450,166,14,1,2,2,1:15.734,,
3451,166,22,6,4,3,1:16.047,,
3452,166,57,1,1,4,1:16.050,,
3453,166,23,3,9,5,1:16.291,,
3454,166,56,19,7,6,1:16.399,,
3455,166,35,16,22,7,1:16.653,,
3456,166,49,17,5,8,1:16.658,,
3457,166,15,17,6,9,1:16.669,,
3458,166,18,3,10,10,1:16.905,,
3459,166,65,19,8,11,1:17.176,,
3460,166,63,15,17,12,1:17.233,,
3461,166,37,21,18,13,1:17.279,,
3462,166,21,22,11,14,1:17.317,,
3463,166,64,15,16,15,1:17.361,,
3464,166,2,20,15,16,1:17.374,,
3465,166,25,22,12,17,1:17.408,,
3466,166,55,20,14,18,1:17.569,,
