qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
7072,896,820,206,23,22,1:28.138,\N,\N
7073,897,17,9,2,1,1:41.568,1:40.575,1:39.957
7074,897,20,9,1,2,1:41.683,1:40.781,1:40.075
7075,897,3,131,9,3,1:41.420,1:40.473,1:40.419
7076,897,1,131,10,4,1:40.693,1:40.477,1:40.501
7077,897,8,208,7,5,1:41.276,1:40.971,1:40.542
7078,897,807,15,11,6,1:41.631,1:40.931,1:40.576
7079,897,154,208,8,7,1:41.447,1:40.948,1:40.997
7080,897,13,6,4,8,1:41.254,1:40.989,1:41.015
7081,897,815,1,6,9,1:41.687,1:40.812,1:41.068
7082,897,817,5,19,10,1:41.884,1:40.852,1:41.111
7083,897,4,6,3,11,1:41.397,1:41.093,\N
7084,897,814,10,14,12,1:41.676,1:41.133,\N
7085,897,18,1,5,13,1:41.817,1:41.200,\N
7086,897,818,5,18,14,1:41.692,1:41.279,\N
7087,897,813,3,16,15,1:41.365,1:41.395,\N
7088,897,822,3,17,16,1:41.862,1:41.447,\N
7089,897,821,15,12,17,1:41.999,\N,\N
7090,897,16,10,15,18,1:42.051,\N,\N
7091,897,823,207,21,19,1:43.252,\N,\N
7092,897,824,206,22,20,1:43.398,\N,\N
7093,897,819,207,20,21,1:43.528,\N,\N
7094,897,820,206,23,22,1:44.198,\N,\N
7095,898,20,9,1,1,1:38.516,1:37.065,1:36.338
7096,898,17,9,2,2,1:38.161,1:37.312,1:36.441
7097,898,154,208,8,3,1:38.676,1:37.523,1:37.155
7098,898,807,15,11,4,1:38.339,1:37.828,1:37.296
7099,898,1,131,10,5,1:37.959,1:37.854,1:37.345
7100,898,4,6,3,6,1:38.929,1:37.368,1:37.376
7101,898,815,1,6,7,1:38.367,1:38.040,1:37.452
7102,898,5,208,7,8,1:38.375,1:38.078,1:37.715
7103,898,822,3,17,9,1:37.821,1:37.439,1:37.836
7104,898,821,15,12,10,1:38.082,1:38.031,1:38.034
7105,898,817,5,19,11,1:38.882,1:38.131,\N
7106,898,814,10,14,12,1:38.894,1:38.139,\N
7107,898,18,1,5,13,1:38.588,1:38.217,\N
7108,898,3,131,9,14,1:38.743,1:38.364,\N
7109,898,13,6,4,15,1:39.094,1:38.592,\N
7110,898,818,5,18,16,1:38.880,1:38.696,\N
7111,898,16,10,15,17,1:39.250,\N,\N
7112,898,813,3,16,18,1:39.351,\N,\N
7113,898,823,207,21,19,1:40.491,\N,\N
7114,898,824,206,22,20,1:40.528,\N,\N
7115,898,819,207,20,21,1:40.596,\N,\N
7116,898,820,206,23,22,1:41.401,\N,\N
7117,899,20,9,1,1,1:25.381,1:26.420,1:26.479
7118,899,3,131,9,2,1:25.556,1:26.626,1:27.102
7119,899,4,6,3,3,1:26.656,1:26.590,1:27.539
7120,899,17,9,2,4,1:26.689,1:26.963,1:27.572
7121,899,1,131,10,5,1:25.342,1:26.698,1:27.677
7122,899,154,208,8,6,1:26.453,1:26.161,1:27.737
7123,899,817,5,19,7,1:27.209,1:27.078,1:28.052
7124,899,818,5,18,8,1:27.124,1:27.363,1:28.081
7125,899,13,6,4,9,1:26.817,1:27.049,1:28.109
7126,899,807,15,11,10,1:26.071,1:27.441,1:29.582
7127,899,5,208,7,11,1:26.266,1:27.456,\N
7128,899,814,10,14,12,1:26.275,1:27.798,\N
7129,899,822,3,17,13,1:26.790,1:27.954,\N
7130,899,815,1,6,14,1:26.741,1:28.269,\N
7131,899,18,1,5,15,1:26.398,1:28.308,\N
7132,899,16,10,15,16,1:26.874,1:28.586,\N
7133,899,813,3,16,17,1:27.367,\N,\N
7134,899,821,15,12,18,1:27.455,\N,\N
7135,899,819,207,20,19,1:27.843,\N,\N
7136,899,823,207,21,20,1:28.320,\N,\N
7137,899,824,206,22,21,1:28.366,\N,\N
7138,899,820,206,23,22,1:28.950,\N,\N
7139,900,1,131,44,1,1:31.699,1:42.890,1:44.231
7140,900,817,9,3,2,1:30.775,1:42.295,1:44.548
7141,900,3,131,6,3,1:32.564,1:42.264,1:44.595
7142,900,825,1,20,4,1:30.949,1:43.247,1:45.745
7143,900,4,6,14,5,1:31.388,1:42.805,1:45.819
7144,900,818,5,25,6,1:33.488,1:43.849,1:45.864
7145,900,807,10,27,7,1:33.893,1:43.658,1:46.030
7146,900,826,5,26,8,1:33.777,1:44.331,1:47.368
7147,900,13,3,19,9,1:31.228,1:44.242,1:48.079
7148,900,822,3,77,10,1:31.601,1:43.852,1:48.147
7149,900,18,1,22,11,1:31.396,1:44.437,\N
7150,900,8,6,7,12,1:32.439,1:44.494,\N
7151,900,20,9,1,13,1:31.931,1:44.688,\N
7152,900,16,15,99,14,1:33.673,1:45.655,\N
7153,900,155,207,10,15,1:34.274,1:45.867,\N
7154,900,815,10,11,16,1:34.141,1:47.293,\N
7155,900,820,206,4,17,1:34.293,\N,\N
7156,900,824,206,17,18,1:34.794,\N,\N
7157,900,821,15,21,19,1:35.117,\N,\N
7158,900,828,207,9,20,1:35.157,\N,\N
7159,900,154,208,8,21,1:36.993,\N,\N
7160,900,813,208,13,22,\N,\N,\N
7161,901,1,131,44,1,1:57.202,1:59.041,1:59.431
7162,901,20,9,1,2,1:57.654,1:59.399,1:59.486
7163,901,3,131,6,3,1:57.183,1:59.445,2:00.050
7164,901,4,6,14,4,1:58.889,2:01.356,2:00.175
7165,901,817,9,3,5,1:58.913,2:00.147,2:00.541
7166,901,8,6,7,6,1:59.257,2:01.532,2:01.218
7167,901,807,10,27,7,1:58.883,2:00.839,2:01.712
7168,901,825,1,20,8,2:00.356,2:02.094,2:02.213
7169,901,818,5,25,9,2:01.689,2:02.096,2:03.078
7170,901,18,1,22,10,2:00.889,2:01.810,2:04.053
7171,901,826,5,26,11,2:01.175,2:02.351,\N
7172,901,821,15,21,12,2:01.134,2:02.369,\N
7173,901,13,3,19,13,2:00.047,2:02.460,\N
7174,901,815,10,11,14,2:00.076,2:02.511,\N
7175,901,822,3,77,15,1:59.709,2:02.756,\N
7176,901,154,208,8,16,2:00.202,2:02.885,\N
7177,901,813,208,13,17,2:02.074,\N,\N
7178,901,16,15,99,18,2:02.131,\N,\N
7179,901,824,206,17,19,2:02.702,\N,\N
7180,901,155,207,10,20,2:03.595,\N,\N
7181,901,820,206,4,21,2:04.388,\N,\N
7182,901,828,207,9,22,2:04.407,\N,\N
7183,902,3,131,6,1,1:35.439,1:33.708,1:33.185
7184,902,1,131,44,2,1:35.323,1:33.872,1:33.464
7185,902,817,9,3,3,1:36.220,1:34.592,1:34.051
7186,902,822,3,77,4,1:34.934,1:34.842,1:34.247
7187,902,815,10,11,5,1:34.998,1:34.747,1:34.346
7188,902,8,6,7,6,1:35.234,1:34.925,1:34.368
7189,902,18,1,22,7,1:35.699,1:34.714,1:34.387
7190,902,13,3,19,8,1:35.085,1:34.842,1:34.511
7191,902,825,1,20,9,1:35.288,1:34.904,1:34.712
7192,902,4,6,14,10,1:35.251,1:34.723,1:34.992
7193,902,20,9,1,11,1:35.549,1:34.985,\N
7194,902,807,10,27,12,1:34.874,1:35.116,\N
7195,902,826,5,26,13,1:35.395,1:35.145,\N
7196,902,818,5,25,14,1:35.815,1:35.286,\N
7197,902,821,15,21,15,1:36.567,1:35.891,\N
7198,902,154,208,8,16,1:36.654,1:35.908,\N
7199,902,813,208,13,17,1:36.663,\N,\N
7200,902,16,15,99,18,1:36.840,\N,\N
7201,902,155,207,10,19,1:37.085,\N,\N
7202,902,824,206,17,20,1:37.310,\N,\N
7203,902,828,207,9,21,1:37.875,\N,\N
7204,902,820,206,4,22,1:37.913,\N,\N
7205,903,1,131,44,1,1:55.516,1:54.029,1:53.860
7206,903,817,9,3,2,1:56.641,1:55.302,1:54.455
7207,903,20,9,1,3,1:55.926,1:54.499,1:54.960
7208,903,3,131,6,4,1:56.058,1:55.294,1:55.143
7209,903,4,6,14,5,1:56.961,1:55.765,1:55.637
7210,903,13,3,19,6,1:56.850,1:56.757,1:56.147
7211,903,822,3,77,7,1:56.501,1:56.253,1:56.282
7212,903,807,10,27,8,1:55.913,1:56.847,1:56.366
7213,903,818,5,25,9,1:57.477,1:56.584,1:56.773
7214,903,154,208,8,10,1:58.411,1:56.407,1:57.079
7215,903,8,6,7,11,1:58.279,1:56.860,\N
7216,903,18,1,22,12,1:57.783,1:56.963,\N
7217,903,826,5,26,13,1:57.261,1:57.289,\N
7218,903,16,15,99,14,1:58.138,1:57.393,\N
7219,903,825,1,20,15,1:57.369,1:57.675,\N
7220,903,815,10,11,16,1:58.362,1:58.264,\N
7221,903,821,15,21,17,1:58.988,\N,\N
7222,903,155,207,10,18,1:59.260,\N,\N
7223,903,824,206,17,19,1:59.326,\N,\N
7224,903,828,207,9,20,2:00.646,\N,\N
7225,903,820,206,4,21,2:00.865,\N,\N
7226,903,813,208,13,22,\N,\N,\N
7227,904,1,131,44,1,1:27.238,1:26.210,1:25.232
7228,904,3,131,6,2,1:26.764,1:26.088,1:25.400
7229,904,817,9,3,3,1:28.053,1:26.613,1:26.285
7230,904,822,3,77,4,1:28.198,1:27.563,1:26.632
7231,904,154,208,8,5,1:28.472,1:27.258,1:26.960
7232,904,8,6,7,6,1:28.308,1:27.335,1:27.104
7233,904,4,6,14,7,1:28.329,1:27.602,1:27.140
7234,904,18,1,22,8,1:28.279,1:27.570,1:27.335
7235,904,13,3,19,9,1:28.061,1:27.016,1:27.402
7236,904,20,9,1,10,1:27.958,1:27.052,\N
7237,904,807,10,27,11,1:28.155,1:27.685,\N
7238,904,815,10,11,12,1:28.469,1:28.002,\N
7239,904,826,5,26,13,1:28.074,1:28.039,\N
7240,904,821,15,21,14,1:28.374,1:28.280,\N
7241,904,825,1,20,15,1:28.389,\N,\N
7242,904,818,5,25,16,1:28.194,\N,\N
7243,904,16,15,99,17,1:28.563,\N,\N
7244,904,820,206,4,18,1:29.586,\N,\N
7245,904,824,206,17,19,1:30.177,\N,\N
7246,904,828,207,9,20,1:30.312,\N,\N
7247,904,155,207,10,21,1:30.375,\N,\N
7248,904,813,208,13,22,\N,\N,\N
7249,905,3,131,6,1,1:17.678,1:16.465,1:15.989
7250,905,1,131,44,2,1:17.823,1:16.354,1:16.048
7251,905,817,9,3,3,1:17.900,1:17.233,1:16.384
7252,905,20,9,1,4,1:18.383,1:17.074,1:16.547
7253,905,4,6,14,5,1:17.853,1:17.200,1:16.686
7254,905,8,6,7,6,1:17.902,1:17.398,1:17.389
7255,905,818,5,25,7,1:17.557,1:17.657,1:17.540
7256,905,825,1,20,8,1:17.978,1:17.609,1:17.555
7257,905,826,5,26,9,1:18.616,1:17.594,1:18.090
7258,905,815,10,11,10,1:18.108,1:17.755,1:18.327
7259,905,807,10,27,11,1:18.432,1:17.846,\N
7260,905,18,1,22,12,1:17.890,1:17.988,\N
7261,905,822,3,77,13,1:18.407,1:18.082,\N
7262,905,154,208,8,14,1:18.335,1:18.196,\N
7263,905,813,208,13,15,1:18.585,1:18.356,\N
7264,905,13,3,19,16,1:18.209,\N,\N
7265,905,821,15,21,17,1:18.741,\N,\N
7266,905,16,15,99,18,1:18.745,\N,\N
7267,905,824,206,17,19,1:19.332,\N,\N
7268,905,820,206,4,20,1:19.928,\N,\N
7269,905,155,207,10,21,1:20.133,\N,\N
7270,905,828,207,9,22,1:21.732,\N,\N
7271,906,3,131,6,1,1:16.471,1:15.289,1:14.874
7272,906,1,131,44,2,1:15.750,1:15.054,1:14.953
7273,906,20,9,1,3,1:17.470,1:16.109,1:15.548
7274,906,822,3,77,4,1:16.772,1:15.806,1:15.550
7275,906,13,3,19,5,1:16.666,1:15.773,1:15.578
7276,906,817,9,3,6,1:17.113,1:15.897,1:15.589
7277,906,4,6,14,7,1:17.010,1:16.131,1:15.814
7278,906,818,5,25,8,1:17.178,1:16.255,1:16.162
7279,906,18,1,22,9,1:16.631,1:16.214,1:16.182
7280,906,8,6,7,10,1:17.013,1:16.245,1:16.214
7281,906,807,10,27,11,1:16.897,1:16.300,\N
7282,906,825,1,20,12,1:16.446,1:16.310,\N
7283,906,815,10,11,13,1:18.235,1:16.472,\N
7284,906,154,208,8,14,1:17.732,1:16.687,\N
7285,906,826,5,26,15,1:16.938,1:16.713,\N
7286,906,16,15,99,16,1:17.519,1:17.314,\N
7287,906,813,208,13,17,1:18.328,\N,\N
7288,906,820,206,4,18,1:18.348,\N,\N
7289,906,824,206,17,19,1:18.359,\N,\N
7290,906,155,207,10,20,1:19.278,\N,\N
7291,906,828,207,9,21,1:19.820,\N,\N
7292,906,821,15,21,22,\N,\N,\N
7293,907,13,3,19,1,1:10.292,1:09.239,1:08.759
7294,907,822,3,77,2,1:10.356,1:09.096,1:08.846
7295,907,3,131,6,3,1:09.695,1:08.974,1:08.944
7296,907,4,6,14,4,1:10.405,1:09.479,1:09.285
7297,907,817,9,3,5,1:10.395,1:09.638,1:09.466
7298,907,825,1,20,6,1:10.081,1:09.473,1:09.515
7299,907,826,5,26,7,1:09.678,1:09.490,1:09.619
7300,907,8,6,7,8,1:10.285,1:09.657,1:10.795
7301,907,1,131,44,9,1:09.514,1:09.092,\N
7302,907,807,10,27,10,1:10.389,1:09.624,\N
7303,907,815,10,11,11,1:10.124,1:09.754,\N
7304,907,18,1,22,12,1:10.252,1:09.780,\N
7305,907,20,9,1,13,1:10.630,1:09.801,\N
7306,907,813,208,13,14,1:10.821,1:09.939,\N
7307,907,818,5,25,15,1:10.161,1:10.073,\N
7308,907,154,208,8,16,1:10.461,1:10.642,\N
7309,907,16,15,99,17,1:10.825,\N,\N
7310,907,821,15,21,18,1:11.349,\N,\N
7311,907,824,206,17,19,1:11.412,\N,\N
7312,907,155,207,10,20,1:11.673,\N,\N
7313,907,820,206,4,21,1:11.775,\N,\N
7314,907,828,207,9,22,1:12.673,\N,\N
7315,908,3,131,6,1,1:40.380,1:35.179,1:35.766
7316,908,20,9,1,2,1:45.086,1:36.410,1:37.386
7317,908,18,1,22,3,1:44.425,1:36.579,1:38.200
7318,908,807,10,27,4,1:41.271,1:37.112,1:38.329
7319,908,825,1,20,5,1:42.507,1:37.370,1:38.417
7320,908,1,131,44,6,1:41.058,1:34.870,1:39.232
7321,908,815,10,11,7,1:42.146,1:37.350,1:40.457
7322,908,817,9,3,8,1:44.710,1:38.166,1:40.606
7323,908,826,5,26,9,1:41.032,1:36.813,1:40.707
7324,908,818,5,25,10,1:43.040,1:37.800,1:40.855
7325,908,154,208,8,11,1:43.121,1:38.496,\N
7326,908,824,206,17,12,1:41.169,1:38.709,\N
7327,908,820,206,4,13,1:42.082,1:39.800,\N
7328,908,821,15,21,14,1:43.285,1:40.912,\N
7329,908,813,208,13,15,1:43.892,1:44.018,\N
7330,908,16,15,99,16,1:42.603,\N,\N
7331,908,822,3,77,17,1:45.318,\N,\N
7332,908,13,3,19,18,1:45.695,\N,\N
7333,908,4,6,14,19,1:45.935,\N,\N
7334,908,8,6,7,20,1:46.684,\N,\N
7335,908,828,207,9,21,1:49.421,\N,\N
7336,908,155,207,10,22,1:49.625,\N,\N
7337,909,3,131,6,1,1:17.631,1:17.109,1:16.540
7338,909,822,3,77,2,1:18.215,1:17.353,1:16.759
7339,909,13,3,19,3,1:18.381,1:17.370,1:17.078
7340,909,825,1,20,4,1:18.260,1:17.788,1:17.214
7341,909,817,9,3,5,1:18.117,1:17.855,1:17.273
7342,909,20,9,1,6,1:18.194,1:17.646,1:17.577
7343,909,4,6,14,7,1:18.389,1:17.866,1:17.649
7344,909,826,5,26,8,1:18.530,1:18.103,1:17.965
7345,909,807,10,27,9,1:18.927,1:18.017,1:18.014
7346,909,815,10,11,10,1:18.916,1:18.161,1:18.035
7347,909,18,1,22,11,1:18.425,1:18.193,\N
7348,909,8,6,7,12,1:18.534,1:18.273,\N
7349,909,818,5,25,13,1:18.496,1:18.285,\N
7350,909,821,15,21,14,1:18.739,1:18.787,\N
7351,909,154,208,8,15,1:18.894,1:18.983,\N
7352,909,1,131,44,16,1:18.683,\N,\N
7353,909,16,15,99,17,1:19.142,\N,\N
7354,909,824,206,17,18,1:19.676,\N,\N
7355,909,813,208,13,19,1:20.195,\N,\N
7356,909,155,207,10,20,1:20.408,\N,\N
7357,909,820,206,4,21,1:20.489,\N,\N
7358,909,828,207,9,22,\N,\N,\N
7359,910,3,131,6,1,1:25.227,1:23.310,1:22.715
7360,910,20,9,1,2,1:25.662,1:23.606,1:23.201
7361,910,822,3,77,3,1:25.690,1:23.776,1:23.354
7362,910,817,9,3,4,1:25.495,1:23.676,1:23.391
7363,910,4,6,14,5,1:26.087,1:24.249,1:23.909
7364,910,13,3,19,6,1:26.592,1:24.030,1:24.223
7365,910,18,1,22,7,1:26.612,1:24.502,1:24.294
7366,910,818,5,25,8,1:24.941,1:24.637,1:24.720
7367,910,807,10,27,9,1:26.149,1:24.647,1:24.775
7368,910,825,1,20,10,1:26.578,1:24.585,\N
7369,910,826,5,26,11,1:25.361,1:24.706,\N
7370,910,16,15,99,12,1:26.027,1:25.136,\N
7371,910,815,10,11,13,1:25.910,1:25.211,\N
7372,910,821,15,21,14,1:25.709,1:25.260,\N
7373,910,154,208,8,15,1:26.136,1:25.337,\N
7374,910,824,206,17,16,1:26.728,1:27.419,\N
7375,910,8,6,7,17,1:26.792,\N,\N
7376,910,155,207,10,18,1:27.139,\N,\N
7377,910,820,206,4,19,1:27.819,\N,\N
7378,910,828,207,9,20,1:28.643,\N,\N
7379,910,1,131,44,21,\N,\N,\N
7380,910,813,208,13,22,\N,\N,\N
7381,911,3,131,6,1,2:07.130,2:06.723,2:05.591
7382,911,1,131,44,2,2:07.280,2:06.609,2:05.819
7383,911,20,9,1,3,2:10.105,2:08.868,2:07.717
7384,911,4,6,14,4,2:10.197,2:08.450,2:07.786
7385,911,817,9,3,5,2:10.089,2:08.989,2:07.911
7386,911,822,3,77,6,2:09.250,2:08.451,2:08.049
7387,911,825,1,20,7,2:11.081,2:08.901,2:08.679
7388,911,8,6,7,8,2:09.885,2:08.646,2:08.780
7389,911,13,3,19,9,2:08.403,2:08.833,2:09.178
7390,911,18,1,22,10,2:10.529,2:09.272,2:09.776
7391,911,826,5,26,11,2:10.445,2:09.377,\N
7392,911,818,5,25,12,2:09.811,2:09.805,\N
7393,911,815,10,11,13,2:10.666,2:10.084,\N
7394,911,16,15,99,14,2:11.051,2:10.238,\N
7395,911,154,208,8,15,2:10.898,2:11.087,\N
7396,911,824,206,17,16,2:11.051,2:12.470,\N
7397,911,813,208,13,17,2:11.261,\N,\N
7398,911,807,10,27,18,2:11.267,\N,\N
7399,911,820,206,4,19,2:12.566,\N,\N
7400,911,821,15,21,20,2:13.414,\N,\N
7401,911,827,207,45,21,2:13.469,\N,\N
7402,911,828,207,9,22,2:14.438,\N,\N
7403,912,1,131,44,1,1:25.363,1:24.560,1:24.109
7404,912,3,131,6,2,1:25.493,1:24.600,1:24.383
7405,912,822,3,77,3,1:26.012,1:24.858,1:24.697
7406,912,13,3,19,4,1:25.528,1:25.046,1:24.865
7407,912,825,1,20,5,1:26.337,1:25.973,1:25.314
7408,912,18,1,22,6,1:26.328,1:25.630,1:25.379
7409,912,4,6,14,7,1:26.514,1:25.525,1:25.430
7410,912,20,9,1,8,1:26.631,1:25.769,1:25.436
7411,912,817,9,3,9,1:26.721,1:25.946,1:25.709
7412,912,815,10,11,10,1:26.569,1:25.863,1:25.944
7413,912,826,5,26,11,1:26.261,1:26.070,\N
7414,912,8,6,7,12,1:26.689,1:26.110,\N
7415,912,818,5,25,13,1:26.140,1:26.157,\N
7416,912,807,10,27,14,1:26.371,1:26.279,\N
7417,912,16,15,99,15,1:27.034,1:26.588,\N
7418,912,821,15,21,16,1:26.999,1:26.692,\N
7419,912,813,208,13,17,1:27.520,\N,\N
7420,912,154,208,8,18,1:27.632,\N,\N
7421,912,155,207,10,19,1:27.671,\N,\N
7422,912,824,206,17,20,1:27.738,\N,\N
7423,912,820,206,4,21,1:28.247,\N,\N
7424,912,828,207,9,22,1:28.562,\N,\N
7425,913,1,131,44,1,1:46.921,1:46.287,1:45.681
7426,913,3,131,6,2,1:47.244,1:45.825,1:45.688
7427,913,817,9,3,3,1:47.488,1:46.493,1:45.854
7428,913,20,9,1,4,1:47.476,1:46.586,1:45.902
7429,913,4,6,14,5,1:46.889,1:46.328,1:45.907
7430,913,13,3,19,6,1:47.615,1:46.472,1:46.000
7431,913,8,6,7,7,1:46.685,1:46.359,1:46.170
7432,913,822,3,77,8,1:47.196,1:46.622,1:46.187
7433,913,825,1,20,9,1:47.976,1:46.700,1:46.250
7434,913,826,5,26,10,1:47.656,1:46.926,1:47.362
7435,913,18,1,22,11,1:47.161,1:46.943,\N
7436,913,818,5,25,12,1:47.407,1:46.989,\N
7437,913,807,10,27,13,1:47.370,1:47.308,\N
7438,913,821,15,21,14,1:47.970,1:47.333,\N
7439,913,815,10,11,15,1:48.143,1:47.575,\N
7440,913,154,208,8,16,1:47.862,1:47.812,\N
7441,913,16,15,99,17,1:48.324,\N,\N
7442,913,813,208,13,18,1:49.063,\N,\N
7443,913,824,206,17,19,1:49.440,\N,\N
7444,913,155,207,10,20,1:50.405,\N,\N
7445,913,820,206,4,21,1:50.473,\N,\N
7446,913,828,207,9,22,1:52.287,\N,\N
7447,914,3,131,6,1,1:33.671,1:32.950,1:32.506
7448,914,1,131,44,2,1:33.611,1:32.982,1:32.703
7449,914,822,3,77,3,1:34.301,1:33.443,1:33.128
7450,914,13,3,19,4,1:34.483,1:33.551,1:33.527
7451,914,4,6,14,5,1:34.497,1:33.675,1:33.740
7452,914,817,9,3,6,1:35.593,1:34.466,1:34.075
7453,914,825,1,20,7,1:34.930,1:34.229,1:34.242
7454,914,18,1,22,8,1:35.150,1:34.648,1:34.317
7455,914,20,9,1,9,1:35.517,1:34.784,1:34.432
7456,914,8,6,7,10,1:34.984,1:34.771,1:34.548
7457,914,818,5,25,11,1:35.155,1:34.984,\N
7458,914,815,10,11,12,1:35.439,1:35.089,\N
7459,914,826,5,26,13,1:35.210,1:35.092,\N
7460,914,807,10,27,14,1:35.000,1:35.099,\N
7461,914,16,15,99,15,1:35.736,1:35.364,\N
7462,914,821,15,21,16,1:35.308,1:35.681,\N
7463,914,813,208,13,17,1:35.917,\N,\N
7464,914,154,208,8,18,1:35.984,\N,\N
7465,914,828,207,9,19,1:36.813,\N,\N
7466,914,824,206,17,20,1:36.943,\N,\N
7467,914,155,207,10,21,1:37.015,\N,\N
7468,914,820,206,4,22,1:37.481,\N,\N
7469,915,1,131,44,1,1:38.759,1:38.338,1:38.513
7470,915,3,131,6,2,1:39.076,1:38.606,1:38.713
7471,915,822,3,77,3,1:39.125,1:38.971,1:38.920
7472,915,18,1,22,4,1:39.560,1:39.381,1:39.121
7473,915,826,5,26,5,1:40.074,1:39.296,1:39.277
7474,915,825,1,20,6,1:39.735,1:39.022,1:39.629
7475,915,817,9,3,7,1:40.519,1:39.666,1:39.635
7476,915,4,6,14,8,1:40.255,1:39.786,1:39.709
7477,915,8,6,7,9,1:40.098,1:39.838,1:39.771
7478,915,818,5,25,10,1:40.354,1:39.929,1:40.020
7479,915,20,9,1,11,1:40.382,1:40.052,\N
7480,915,807,10,27,12,1:40.273,1:40.058,\N
7481,915,815,10,11,13,1:40.723,1:40.163,\N
7482,915,821,15,21,14,1:41.159,1:40.536,\N
7483,915,16,15,99,15,1:40.766,1:40.984,\N
7484,915,154,208,8,16,1:42.526,1:41.397,\N
7485,915,828,207,9,17,1:42.648,\N,\N
7486,915,13,3,19,18,1:43.064,\N,\N
7487,915,155,207,10,19,1:43.166,\N,\N
7488,915,813,208,13,20,1:43.205,\N,\N
7489,915,820,206,4,21,1:43.649,\N,\N
7490,916,3,131,6,1,1:38.303,1:36.290,1:36.067
7491,916,1,131,44,2,1:37.196,1:37.287,1:36.443
7492,916,822,3,77,3,1:38.249,1:37.499,1:36.906
7493,916,13,3,19,4,1:37.877,1:37.347,1:37.205
7494,916,817,9,3,5,1:38.814,1:37.873,1:37.244
7495,916,4,6,14,6,1:38.349,1:38.010,1:37.610
7496,916,18,1,22,7,1:38.574,1:38.024,1:37.655
7497,916,825,1,20,8,1:38.557,1:38.047,1:37.706
7498,916,8,6,7,9,1:38.669,1:38.263,1:37.804
7499,916,16,15,99,10,1:38.855,1:38.378,1:38.810
7500,916,813,208,13,11,1:38.608,1:38.467,\N
7501,916,815,10,11,12,1:39.200,1:38.554,\N
7502,916,807,10,27,13,1:38.931,1:38.598,\N
7503,916,826,5,26,14,1:38.936,1:38.699,\N
7504,916,818,5,25,15,1:39.250,\N,\N
7505,916,821,15,21,16,1:39.555,\N,\N
7506,916,20,9,1,17,1:39.621,\N,\N
7507,916,154,208,8,18,1:39.679,\N,\N
7508,917,3,131,6,1,1:10.347,1:10.303,1:10.023
7509,917,1,131,44,2,1:10.457,1:10.712,1:10.056
7510,917,13,3,19,3,1:10.602,1:10.343,1:10.247
7511,917,822,3,77,4,1:10.832,1:10.421,1:10.305
7512,917,18,1,22,5,1:11.097,1:11.127,1:10.930
7513,917,20,9,1,6,1:11.880,1:11.129,1:10.938
7514,917,825,1,20,7,1:11.134,1:11.211,1:10.969
7515,917,4,6,14,8,1:11.558,1:11.215,1:10.977
7516,917,817,9,3,9,1:11.593,1:11.208,1:11.075
7517,917,8,6,7,10,1:11.193,1:11.188,1:11.099
7518,917,821,15,21,11,1:11.520,1:11.591,\N
7519,917,807,10,27,12,1:11.848,1:11.976,\N
7520,917,16,15,99,13,1:11.943,1:12.099,\N
7521,917,826,5,26,14,1:11.423,\N,\N
7522,917,154,208,8,15,1:12.037,\N,\N
7523,917,818,5,25,16,1:12.040,\N,\N
7524,917,815,10,11,17,1:12.076,\N,\N
7525,917,813,208,13,18,1:12.233,\N,\N
7526,918,3,131,6,1,1:41.308,1:41.459,1:40.480
7527,918,1,131,44,2,1:41.207,1:40.920,1:40.866
7528,918,822,3,77,3,1:42.346,1:41.376,1:41.025
7529,918,13,3,19,4,1:41.475,1:41.144,1:41.119
7530,918,826,5,26,5,1:42.302,1:42.082,1:41.908
7531,918,18,1,22,6,1:42.137,1:41.875,1:41.964
7532,918,8,6,7,7,1:42.439,1:42.168,1:42.236
7533,918,4,6,14,8,1:42.467,1:41.940,1:42.866
7534,918,825,1,20,9,1:42.104,1:42.198,\N
7535,918,818,5,25,10,1:42.413,1:42.207,\N
7536,918,815,10,11,11,1:42.654,1:42.239,\N
7537,918,807,10,27,12,1:42.444,1:42.384,\N
7538,918,16,15,99,13,1:42.746,1:43.074,\N
7539,918,154,208,8,14,1:42.768,\N,\N
7540,918,821,15,21,15,1:42.819,\N,\N
7541,918,813,208,13,16,1:42.860,\N,\N
7542,918,155,207,10,17,1:44.540,\N,\N
7543,918,829,207,46,18,1:45.095,\N,\N
7544,918,20,9,1,19,/N,/N,/N
7545,918,817,9,3,19,/N,/N,/N
7546,926,1,131,44,1,1:28.586,1:26.894,1:26.327
7547,926,3,131,6,2,1:28.906,1:27.097,1:26.921
7548,926,13,3,19,3,1:29.246,1:27.895,1:27.718
7549,926,20,6,5,4,1:29.307,1:27.742,1:27.757
7550,926,8,6,7,5,1:29.754,1:27.807,1:27.790
7551,926,822,3,77,6,1:29.641,1:27.796,1:28.087
7552,926,817,9,3,7,1:29.788,1:28.679,1:28.329
7553,926,832,5,55,8,1:29.597,1:28.601,1:28.510
7554,926,154,208,8,9,1:29.537,1:28.589,1:28.560
7555,926,813,208,13,10,1:29.847,1:28.726,1:29.480
7556,926,831,15,12,11,1:30.430,1:28.800,\N
7557,926,830,5,33,12,1:29.248,1:28.868,\N
7558,926,826,9,26,13,1:30.402,1:29.070,\N
7559,926,807,10,27,14,1:29.651,1:29.208,\N
7560,926,815,10,11,15,1:29.990,1:29.209,\N
7561,926,828,15,9,16,1:31.376,\N,\N
